Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),Wildfire_Probability,AcresBurned,County,Latitude,Longitude,Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),
Tehama,1/2/2014,40.134597,-121.790183,2014-01-02T20:00:00Z,,865,Tehama,40.044053,-122.16551,8,0,0.19,1.14,1.14,68.8,33,47.5,84,27,56,
Humboldt,1/4/2014,40.884415,-123.773779,2014-01-04T12:00:00Z,,333,Shasta,40.63,-122.31,224,0,0.34,1.82,1.93,68.7,26.8,53.1,91,8,22,Keep?
Los Angeles,1/16/2014,34.1703,-117.8816,2014-01-16T05:50:00Z,,1952,Los Angeles,34.146372,-117.9858,159,0,0.33,1.16,1.27,84.2,51.9,64.8,34,8,18,
Fresno,1/25/2014,36.8266,-119.3415,2014-01-25T06:37:00Z,,106,Fresno,36.721083,-119.38903,142,0,0,0.34,0.85,74.4,40.7,56.9,48,13,25,
San Diego,3/8/2014,32.81,-116.49,2014-03-08T12:30:00Z,,125,San Diego,32.628208,-116.93928,147,0,1.77,2.22,2.22,82,49.4,64.4,94,17,38,
Monterey,3/19/2014,36.6313,-121.4819,2014-03-19T16:45:00Z,,400,Monterey,36.625619,-121.537889,214,0,0.51,1.54,1.55,77.5,46,58.7,87,23,49,
Riverside,3/28/2014,33.5982,-116.1985,2014-03-28T14:31:00Z,,57,Riverside,33.595694,-116.15811,218,0,0,0,0,78.4,52.2,66,64,24,41,
Inyo,4/19/2014,37.399,-118.352,2014-04-19T15:54:00Z,,113,Inyo,37.358514,-118.40553,35,0,0.15,1,1.16,78.5,39.5,60.4,76,16,36,
San Bernardino,4/30/2014,34.169346,-117.547374,2014-04-30T08:00:00Z,,2143,San Bernardino,34.255942,-117.21814,192,0,0,0.68,3.09,63,47.9,54.8,26,13,19,
Monterey,4/30/2014,36.103,-121.117,2014-04-30T14:25:00Z,,75,Monterey,36.121083,-121.08457,113,0,0.77,1.45,3.78,96.5,55.2,77.6,79,10,22,
San Diego,5/5/2014,32.665,-116.222,2014-05-05T16:36:00Z,,29,San Diego,32.628208,-116.93928,147,0,0.21,0.57,2.34,70.4,52.4,60.6,97,55,73,
San Diego,5/13/2014,33.1109,-117.279,2014-05-13T11:00:00Z,,600,San Diego,32.901867,-117.25046,173,0,0.04,0.24,1.86,91.7,62.1,77.4,44,11,20,
Santa Barbara,5/13/2014,34.609,-120.454,2014-05-13T14:00:00Z,,632,Santa Barbara,34.672222,-120.51306,231,0,0.08,0.95,0.97,94.6,41.2,66.2,86,9,34,
San Diego,5/14/2014,33.003,-117.133,2014-05-14T10:30:00Z,,1548,San Diego,32.885847,-117.14314,150,0,0.26,0.66,2.42,95.3,59.2,78.9,39,8,17,
San Diego,5/14/2014,33.1137,-117.1599,2014-05-14T16:00:00Z,,1995,San Diego,33.08105,-116.9757,153,0,0.27,0.66,2.41,95.5,48.4,79.4,53,7,,
San Diego,5/14/2014,33.312,-117.162,2014-05-14T14:00:00Z,,380,San Diego,33.08105,-116.9757,153,0,0.27,0.66,2.41,95.5,48.4,79.4,53,7,,
San Diego,5/14/2014,33.3529,-117.284889,2014-05-14T09:45:00Z,,5367,San Diego,33.08105,-116.9757,153,0,0.27,0.66,2.41,95.5,48.4,79.4,53,7,,
San Diego,5/14/2014,33.417572,-117.550567,2014-05-14T17:43:00Z,,1457,San Diego,32.901867,-117.25046,173,0,0.04,0.24,1.86,91,65.4,77.3,37,11,23,
Shasta,5/14/2014,40.39,-122.721,2014-05-14T13:00:00Z,,50,Shasta,40.63,-122.31,224,0,0.13,3.12,9.63,98.5,46,73.1,88,8,34,
Lake,5/25/2014,39.1647,-122.5983,2014-05-25T12:20:00Z,,175,Mendocino,39.006747,-123.08012,85,0,0.03,0.39,0.9,87.7,54.3,69.2,63,22,39,Keep?
Tuolumne,6/4/2014,37.76617,-120.45087,2014-06-04T11:45:00Z,,487,Stanislaus,37.727194,-120.85086,194,0,0,0.24,2.26,92.4,53,72.6,80,23,45,Keep?
Tuolumne,6/5/2014,37.787,-120.452,2014-06-05T13:04:00Z,,269,Stanislaus,37.727194,-120.85086,194,0,0,0.24,2.06,93.5,58.6,76.2,64,25,37,Keep?
Fresno,6/9/2014,36.991825,-119.525506,2014-06-09T15:15:00Z,,40,Fresno,36.820833,-119.74231,80,0,0.19,0.88,1.68,104.8,65.1,86.2,81,12,34,
Solano,6/10/2014,121.999,38.453,2014-06-10T15:11:00Z,,70,Solano,38.501258,-121.97853,139,0,0,0.36,3.11,100.3,59.8,81.1,81,12,33,
Fresno,6/11/2014,36.742747,-119.241493,2014-06-11T07:30:00Z,,25,Fresno,36.721083,-119.38903,142,0,0,0.85,1.74,94.9,67.6,81.3,45,20,30,
Tehama,6/12/2014,40.009827,-122.345078,2014-06-12T14:29:00Z,,225,Tehama,40.044053,-122.16551,8,0,0.47,0.52,1.92,80.8,56.3,69.2,84,31,59,
Kern,6/13/2014,35.70683,-118.555527,2014-06-13T17:00:00Z,,3895,Kern,35.205583,-118.77841,125,0.24,0.32,0.8,1.98,85.8,60.4,74.5,58,23,35,
Mariposa,6/13/2014,37.7103,-120.197,2014-06-13T12:23:00Z,,130,Merced,37.314139,-120.3867,148,0,0,0.3,1.33,86.5,51.7,70.8,74,18,38,Keep?
Calaveras,6/20/2014,38.178241,-120.679019,2014-06-20T15:27:00Z,,120,Amador,38.508333,-120.79972,227,0,0.03,1.96,5.05,89.8,51.5,72.7,48,13,28,Keep?
Calaveras,6/22/2014,38.058,-120.66,2014-06-22T12:37:00Z,,85,Stanislaus,37.727194,-120.85086,194,0,0,0.24,1.93,87.9,52.1,70.1,74,26,47,Keep?
San Diego,7/1/2014,33.078948,-116.576454,2014-07-01T18:15:00Z,,217,San Diego,33.268447,-116.36505,207,0,0,0,0,105.9,74.2,90.8,69,19,36,
El Dorado,7/1/2014,38.608336,-120.703238,2014-07-01T12:08:00Z,,30,El Dorado,38.636111,-120.79305,228,0,0,0.52,2.29,92.4,66.7,81.3,42,15,26,
Modoc,7/1/2014,41.89,-120.79,2014-07-01T19:00:00Z,,1651,Modoc,41.438214,-120.48031,90,0,0.24,0.94,1.86,96.4,42.8,73.3,77,14,32,
Lake,7/1/2014,38.664,-122.454,2014-07-01T12:08:00Z,,4300,Napa,38.428475,-122.41021,77,0,0,0,0.17,78.8,52.3,65.1,94,53,73,Keep?
Trinity,7/1/2014,40.41,-123.24,2014-07-01T03:45:00Z,,15,Shasta,40.63,-122.31,224,0,0,0.02,0.2,104.7,62.3,84.5,64,14,29,Keep?
Modoc,7/3/2014,41.489,-120.904,2014-07-03T15:46:00Z,,1469,Modoc,41.438214,-120.48031,90,0,0.24,0.94,1.81,88.9,43.8,69,89,21,41,
Yolo,7/4/2014,38.512,-122.104,2014-07-04T21:32:00Z,,6488,Yolo,38.691786,-122.01381,196,0,0.02,0.02,0.41,102.8,57.5,79.5,81,10,36,
San Luis Obispo,7/5/2014,35.8218,-121.0226,2014-07-05T18:44:00Z,,47,San Luis Obispo,35.472556,-120.64814,163,0,0.01,0.02,0.07,92.5,52,72.4,81,22,40,
Shasta,7/7/2014,40.5719,-121.3415,2014-07-07T16:35:00Z,,75,Shasta,41.063767,-121.45602,43,0,0.09,0.14,0.84,100.8,50.5,75.7,80,19,39,
Nevada,7/7/2014,39.1871,-121.2687,2014-07-07T16:12:00Z,,38,Yuba,39.252561,-121.31567,84,0,0,0.02,0.81,97.9,68.6,83.6,48,18,33,Keep?
Napa,7/9/2014,38.664,-122.454,2014-07-09T14:34:00Z,,4300,Napa,38.428475,-122.41021,77,0,0,0,0,80.2,52.8,64.5,94,53,76,
Shasta,7/9/2014,40.6569,-122.2215,2014-07-09T13:45:00Z,,143,Shasta,40.63,-122.31,224,0,0,0.01,0.14,103.1,68,84.9,65,10,31,
Kern,7/11/2014,35.642,-118.15,2014-07-11T13:46:00Z,,1680,Kern,35.205583,-118.77841,125,0,0.28,0.32,0.8,93.3,64.4,80.5,51,25,36,
Contra Costa,7/11/2014,37.5359,-121.5118,2014-07-11T21:57:00Z,,80,Contra Costa,37.928258,-121.6599,47,0,0.85,2.24,2.49,86.9,57.8,69.5,86,39,62,
Shasta,7/11/2014,40.4314,-122.750788,2014-07-11T15:37:00Z,,12661,Shasta,40.63,-122.31,224,0,0,0.01,0.14,97,66.1,79.9,59,15,36,
Butte,7/14/2014,39.4664,-121.6129,2014-07-14T18:00:00Z,,72,Butte,39.608639,-121.82443,12,0,0,0.89,2.35,101.2,62.9,82,100,32,57,
El Dorado,7/29/2014,38.5691,-120.7819,2014-07-29T13:00:00Z,,4240,El Dorado,38.636111,-120.79305,228,0,0,0,0.52,94.1,74.6,82,29,12,20,
Shasta,7/30/2014,40.901,-121.368,2014-07-30T20:15:00Z,,39736,Shasta,41.063767,-121.45602,43,0,0.04,0.13,0.2,92.8,50.2,72.2,83,26,48,
Shasta,7/30/2014,41.141,-122.805,2014-07-30T20:30:00Z,,6258,Shasta,40.63,-122.31,224,0,0,0,0.02,107.6,62.9,85.9,56,11,25,
Modoc,7/30/2014,41.507,-121.266,2014-07-30T19:01:00Z,,101,Modoc,41.438214,-120.48031,90,0,0.12,0.36,1.06,89.2,47.6,71.7,75,16,34,
Siskiyou,7/30/2014,42.048,-122.345,2014-07-30T23:00:00Z,,35302,Siskiyou,41.958869,-121.47237,91,0,0.04,0.32,1.11,88,50.8,71.1,83,28,46,
Madera,7/31/2014,37.3433,-119.6581,2014-07-31T18:04:00Z,,612,Madera,37.02,-120.15,188,0,0,0,0,103.7,64.2,85.1,83,15,37,
Siskiyou,7/31/2014,41.682,-122.127,2014-07-31T17:45:00Z,,5503,Siskiyou,41.958869,-121.47237,91,0,0.04,0.32,1.11,88.9,50.3,71.1,89,26,52,
Amador,8/1/2014,38.5691,-120.7819,2014-08-01T15:47:00Z,,4240,Amador,38.508333,-120.79972,227,0,0,0,0.18,99.7,77.2,89.8,39,13,19,
Siskiyou,8/11/2014,41.796,-123.374,2014-08-11T22:00:00Z,,0,Siskiyou,41.958869,-121.47237,91,0,0.79,1.11,1.66,87.4,52.8,67.7,89,24,53,
Modoc,8/12/2014,41.1336,-121.2144,2014-08-12T15:00:00Z,,13153,Modoc,41.438214,-120.48031,90,0.07,0.41,0.65,0.95,82,44.7,61.7,90,16,51,
Madera,8/14/2014,37,18.4,2014-08-14T12:48:00Z,,10,Madera,37.02,-120.15,188,0,0,0,0,96.3,60.9,79.3,87,23,46,
San Diego,8/16/2014,32.59154,-116.89516,2014-08-16T16:22:00Z,,20,San Diego,32.628208,-116.93928,147,0,0.06,0.08,0.13,89.3,65.9,76.8,92,31,61,
Los Angeles,8/16/2014,34.267,-117.867,2014-08-16T00:00:00Z,,274,Los Angeles,34.146372,-117.9858,159,0,0,0,0,95.5,61.5,78.4,76,20,41,
Kern,8/18/2014,35.7206,-118.4747,2014-08-18T14:30:00Z,,4045,Kern,35.205583,-118.77841,125,0,0,0,0.32,99,64.3,83.3,53,16,30,
Shasta,8/18/2014,40.72,-121.562,2014-08-18T13:50:00Z,,32416,Shasta,41.063767,-121.45602,43,0,0.49,0.6,0.6,89,44.2,66.4,81,15,38,
Nevada,8/18/2014,39.3918,-120.0805,2014-08-18T10:00:00Z,,84,Alpine,38.773409,-119.79193,246,0,0.22,0.22,0.22,87.9,41.8,70.1,41,8,19,Keep?
Trinity,8/24/2014,40.7412,-122.946,2014-08-24T16:36:00Z,,580,Shasta,40.63,-122.31,224,0,0.09,0.09,0.09,96.4,54.1,76.8,66,13,31,Keep?
Los Angeles,8/26/2014,34.235,-117.771,2014-08-26T16:23:00Z,,190,Los Angeles,34.056589,-117.81307,78,0,0.04,0.04,0.04,87.9,60.7,74.4,91,31,57,
Shasta,8/29/2014,40,29.24,2014-08-29T12:21:00Z,,25,Shasta,41.063767,-121.45602,43,0,0.49,0.53,0.62,87.7,49.3,68.7,81,21,44,
Tuolumne,9/3/2014,37.8316,-120.3434,2014-09-03T16:03:00Z,,70,Stanislaus,37.727194,-120.85086,194,0,0,0,0.02,87.8,56.8,70.6,94,38,65,Keep?
Shasta,9/10/2014,40.7101,-122.171,2014-09-10T00:30:00Z,,1375,Shasta,40.63,-122.31,224,0,0,0.09,0.09,103.8,52.4,79.7,59,6,19,
Napa,9/11/2014,38.695961,-122.384054,2014-09-11T15:14:00Z,,27,Napa,38.428475,-122.41021,77,0,0,0,0,97.7,50.5,70.4,92,18,50,
Madera,9/12/2014,37.311915,-119.604124,2014-09-12T10:30:00Z,,320,Madera,37.02,-120.15,188,0,0,0,0,99.7,55.3,77.4,84,16,41,
Humboldt,9/12/2014,41.134,-123.753,2014-09-12T15:00:00Z,,210,Shasta,40.63,-122.31,224,0,0,0.09,0.09,100.1,52.3,76.2,60,11,26,Keep?
El Dorado,9/13/2014,38.805437,-120.629714,2014-09-13T16:32:00Z,,97717,El Dorado,38.753136,-120.7336,13,0,0.12,0.29,0.47,93.4,67.7,79.8,26,12,19,
Nevada,9/13/2014,39.113682,-120.999508,2014-09-13T14:07:00Z,,247,Placer,38.887603,-121.10291,195,0,0,0,0,100.7,74.9,84.9,32,13,22,Keep?
Orange,9/14/2014,33.748,-117.601,2014-09-14T13:36:00Z,,968,Orange,33.68845,-117.72118,75,0,0.01,0.02,0.02,98.5,66,82,72,31,49,
El Dorado,9/14/2014,38.59,-120.028,2014-09-14T09:15:00Z,,94,El Dorado,38.753136,-120.7336,13,0,0.12,0.29,0.47,91.3,65.4,78.6,34,15,23,
Siskiyou,9/15/2014,41.42384,-122.37432,2014-09-15T13:38:00Z,,516,Siskiyou,41.958869,-121.47237,91,0,0,0.87,1.19,84.9,42.2,64,75,24,41,
El Dorado,9/25/2014,38.9195001,-120.1140659,2014-09-25T18:00:00Z,,20,El Dorado,38.753136,-120.7336,13,0.55,0.74,0.9,1.19,62.2,48.2,55.1,94,59,83,
Mariposa,10/7/2014,37,40.34,2014-10-07T15:05:00Z,,311,Siskiyou,41.958869,-121.47237,91,0,0.08,0.16,0.95,81.4,33.5,56.4,80,17,40,Keep?
San Bernardino,10/16/2014,33.93869,-117.70643,2014-10-16T14:34:00Z,,48,San Bernardino,34.255942,-117.21814,192,0,0,0,0,70.9,33.2,50.5,88,24,59,
Siskiyou,2/24/2015,41.485,-121.851,2015-02-24T12:15:00Z,,200,Siskiyou,41.958869,-121.47237,91,0,1.23,1.63,4.36,59.1,8.8,35.4,74,11,32,
Plumas,4/13/2015,40.05083333,-120.7016667,2015-04-13T05:30:00Z,,137,Lassen,40.289799,-120.433948,57,0,0.19,0.41,3.96,73.4,26.8,53.2,80,14,32,Keep?
Riverside,4/18/2015,33.884313,-117.642759,2015-04-18T18:12:00Z,,1049,Riverside,33.964942,-117.33698,44,0,0.11,1.07,1.38,81.9,50.4,66.8,54,15,27,
Merced,5/11/2015,37.08312,-121.06963,2015-05-11T10:26:00Z,,275,Merced,37.231861,-120.88082,92,0,0.33,0.72,1.04,80.2,43.3,62.2,92,24,46,
Humboldt,6/10/2015,41.1513,-123.8292,2015-06-10T07:42:00Z,,20,Siskiyou,41.577778,-122.838125,225,0,1.26,1.26,1.26,89.5,47.2,69.8,95,18,45,Keep?
Kern,6/15/2015,35.77937,-120.19482,2015-06-15T15:46:00Z,,67,Kern,35.649861,-119.9593,54,0,0.07,0.64,0.75,98.8,65.5,81.1,44,10,24,
Amador,6/16/2015,38.260777,-121.135426,2015-06-16T16:42:00Z,,60,Amador,38.508333,-120.79972,227,0,0.07,2.01,3.79,91.4,47.3,71.1,70,12,35,
Tehama,6/16/2015,40.0133,-122.552,2015-06-16T14:27:00Z,,55,Tehama,40.040006,-122.154539,222,0,0,0.23,1.33,93.7,59.4,78.8,86,29,51,
San Diego,6/17/2015,32.9421,-116.8534,2015-06-17T17:03:00Z,,171,San Diego,33.08105,-116.9757,153,0,0,0,0.96,86.5,51,67.7,96,44,72,
Napa,6/17/2015,38.5287,-122.3415,2015-06-17T12:50:00Z,,38,Napa,38.428475,-122.41021,77,0,0.09,0.99,2.14,86.6,50,65.8,89,41,64,
Yuba,6/18/2015,39.2688,-121.26471,2015-06-18T13:07:00Z,,158,Yuba,39.252561,-121.31567,84,0,0,0.89,2.46,92.5,60.4,79.5,62,17,34,
Alpine,6/19/2015,38.598056,-119.751944,2015-06-19T19:00:00Z,,0,Alpine,38.773409,-119.79193,246,0,1.75,3.97,8,88.7,44.2,68.8,40,5,14,
Lassen,6/19/2015,40.875667,-121.033667,2015-06-19T16:15:00Z,,60,Lassen,40.289799,-120.433948,57,0,1.91,2.52,2.76,89.3,40.6,68,54,9,23,
Madera,6/21/2015,37.072561,-119.6958,2015-06-21T12:08:00Z,,135,Madera,37.02,-120.15,188,0,0,0.79,1.2,93.8,60.4,78.1,68,13,30,
Madera,6/22/2015,37.165767,-119.523943,2015-06-22T07:00:00Z,,920,Madera,37.02,-120.15,188,0,0,0.79,1.2,93,52.7,75.1,72,13,31,
Los Angeles,6/24/2015,34.361007,-118.535793,2015-06-24T13:22:00Z,,415,Los Angeles,34.426361,-118.51758,204,0,0.01,0.61,0.68,89.2,60.8,76.4,52,15,29,
San Bernardino,6/25/2015,34.165974,-117.243878,2015-06-25T18:30:00Z,,100,San Bernardino,34.255942,-117.21814,192,0.04,1.84,3.02,3.5,83.8,52.1,69.8,52,16,30,
San Diego,6/26/2015,32.6449163,-116.9454387,2015-06-26T16:06:00Z,,80,San Diego,32.628208,-116.93928,147,0,0.07,0.89,1.07,81.4,62.3,70.1,89,57,74,
Napa,6/27/2015,38.519132,-122.181878,2015-06-27T12:51:00Z,,19,Napa,38.428475,-122.41021,77,0,0.09,0.3,2.14,81.6,54.8,68.4,87,46,67,
Trinity,6/28/2015,40.924,-123.168,2015-06-28T13:30:00Z,,1542,Siskiyou,41.577778,-122.838125,225,0,0.19,1.28,1.28,92,56.3,75.7,72,21,44,Keep?
Mendocino,6/29/2015,39.7806004,-123.248214,2015-06-29T13:11:00Z,,35,Mendocino,39.006747,-123.08012,85,0,0.01,0.07,0.29,97.7,50.6,73.1,95,15,43,
Tehama,7/1/2015,39.8448,-122.3638,2015-07-01T20:38:00Z,,170,Tehama,40.040006,-122.154539,222,0,0,0.01,1.32,100.1,71,85.5,69,27,43,
Mendocino,7/2/2015,39.0263,-123.303,2015-07-02T17:10:00Z,,23,Mendocino,38.982581,-123.08928,106,0,1.76,3.38,5.53,91.5,61.1,75.4,76,37,50,
Shasta,7/6/2015,40.5953,-122.4397,2015-07-06T10:47:00Z,,18,Shasta,40.63,-122.31,224,0,0.04,0.35,1.48,97.7,69.8,82.2,61,21,39,
Solano,7/7/2015,38.4113,-122.0789,2015-07-07T12:34:00Z,,150,Solano,38.501258,-121.97853,139,0,0.02,0.06,0.22,89.8,65.4,76.6,57,23,40,
Orange,7/10/2015,33.7626,-117.7274,2015-07-10T12:41:00Z,,214,Orange,33.68845,-117.72118,75,0,0,0.43,1.36,76.5,59.3,67.9,82,51,65,
Solano,7/10/2015,38.1029,-122.1578,2015-07-10T13:36:00Z,,40,Solano,38.278056,-121.74111,212,0,0.06,0.07,0.2,75.5,58,65.3,81,51,67,
Riverside,7/12/2015,33.986204,-117.43942,2015-07-12T13:52:00Z,,21,Riverside,33.964942,-117.33698,44,0,0.03,0.43,1.13,89.6,59.8,73.4,81,27,51,
San Bernardino,7/12/2015,34.0783472,-117.0487863,2015-07-12T14:46:00Z,,54,San Bernardino,34.237419,-116.86571,199,0.01,0.57,0.79,1.03,74.6,36.7,55.6,92,16,42,
San Luis Obispo,7/13/2015,35.7183,-121.0157,2015-07-13T10:47:00Z,,95,San Luis Obispo,35.472556,-120.64814,163,0,0.74,1.24,1.78,84.2,53,67.9,92,39,61,
Siskiyou,7/13/2015,41.8048,-122.5029,2015-07-13T17:56:00Z,,181,Siskiyou,41.577778,-122.838125,225,0.04,0.45,1.71,1.71,84.3,49.2,66.2,100,35,65,
San Diego,7/16/2015,33.21407,-116.73472,2015-07-16T11:30:00Z,,25,San Diego,33.08105,-116.9757,153,0,0,0,0,84.7,58.6,70.2,92,50,71,
San Bernardino,7/17/2015,34.339,-117.478,2015-07-17T14:33:00Z,,4250,San Bernardino,34.475914,-117.26351,117,0,0.11,0.13,0.19,92.7,63.1,80.5,43,12,21,
Tulare,7/19/2015,36.24,-118.54,2015-07-19T08:00:00Z,,6980,Tulare,36.3605,-119.05935,86,0,0.07,0.07,1.15,92,69.3,81.4,90,43,60,
San Benito,7/20/2015,36.8727,-121.5681,2015-07-20T13:23:00Z,,25,San Benito,36.822861,-121.46787,143,0.03,1.03,2.01,3.3,91.1,60.9,73.7,92,44,67,
Placer,7/21/2015,38.9361,-121.1548,2015-07-21T17:00:00Z,,26,Placer,38.887603,-121.10291,195,0,0.02,0.31,2.03,95.9,70.8,82.3,65,25,41,
Modoc,7/21/2015,41.29226,-121.172117,2015-07-21T12:35:00Z,,116,Modoc,41.438214,-120.48031,90,0.2,1.77,3.13,6.66,85.5,50.1,66.2,91,32,59,
Siskiyou,7/22/2015,41.999341,-121.891226,2015-07-22T18:17:00Z,,24,Siskiyou,41.802476,-121.996159,236,0,1.49,4.39,7.12,80.6,47.7,64.6,97,34,56,
San Diego,7/23/2015,32.682547,-116.51684,2015-07-23T17:30:00Z,,25,San Diego,32.628208,-116.93928,147,0,1.11,1.16,2.02,81.8,66.5,73.2,89,62,75,
San Diego,7/23/2015,33.383889,-116.868611,2015-07-23T16:40:00Z,,167,San Diego,33.08105,-116.9757,153,0,0,0,0,87.8,62.4,75.1,94,49,71,
El Dorado,7/23/2015,38.776,-120.404,2015-07-23T14:00:00Z,,75,El Dorado,38.753136,-120.7336,13,0,0.01,0.32,2.95,80.3,59.7,70.2,43,20,28,
Tulare,7/24/2015,36.085212,-118.824235,2015-07-24T16:18:00Z,,430,Tulare,36.082056,-119.09342,169,0,0.13,0.14,0.65,94.6,59.6,77,76,18,40,
Modoc,7/24/2015,40.856422,-121.101623,2015-07-24T12:43:00Z,,77,Modoc,41.438214,-120.48031,90,0,1.81,2.84,6.51,81.2,37.5,60.1,88,16,41,
Humboldt,7/24/2015,41.295667,-123.784067,2015-07-24T23:00:00Z,,158,Siskiyou,41.577778,-122.838125,225,0,0.45,0.62,1.71,89.8,46.5,69.8,90,20,41,Keep?
Madera,7/25/2015,37.279722,-119.50014,2015-07-25T14:30:00Z,,5702,Madera,37.02,-120.15,188,0,0,0,0.23,94.6,60.1,78.7,70,21,37,
Stanislaus,7/28/2015,37.24523,-121.20324,2015-07-28T12:10:00Z,,40,Stanislaus,37.438944,-121.13851,161,0,0.04,0.07,0.25,100.3,63.2,83.2,60,16,30,
Shasta,7/28/2015,40.49865,-122.20109,2015-07-28T17:19:00Z,,90,Shasta,40.63,-122.31,224,0,0.11,0.22,0.46,104.1,73.3,88.5,29,7,,
Mendocino,7/29/2015,39.43301,-123.36316,2015-07-29T11:25:00Z,,50,Mendocino,39.006747,-123.08012,85,0,0.01,0.02,0.08,104.9,62.9,83,32,9,19,
Shasta,7/29/2015,40.415108,-122.439939,2015-07-29T17:55:00Z,,212,Shasta,40.63,-122.31,224,0,0.11,0.22,0.46,110,66,91.1,41,6,,
Shasta,7/29/2015,40.67868,-121.93244,2015-07-29T16:30:00Z,,75,Shasta,40.63,-122.31,224,0,0.11,0.22,0.46,110,66,91.1,41,6,,
Modoc,7/29/2015,41.399,-121.392,2015-07-29T16:30:00Z,,4863,Modoc,41.438214,-120.48031,90,0,1.81,2.69,6.34,91.9,32,71.4,76,12,26,
Lake,7/29/2015,38.8863538,-122.4762475,2015-07-29T15:29:00Z,,69438,Yolo,38.691786,-122.01381,196,0,0,0.02,0.06,109,68.8,91.8,34,10,18,Keep?
San Bernardino,7/30/2015,34.16027778,-116.8927778,2015-07-30T16:00:00Z,,31359,San Bernardino,34.237419,-116.86571,199,0,1.49,1.82,2.24,73.3,50.5,61.1,83,47,67,
Contra Costa,7/30/2015,37.81629,-121.68113,2015-07-30T11:18:00Z,,195,Contra Costa,37.928258,-121.6599,47,0.06,1.02,2.47,3.78,99.9,61.9,80.1,100,18,47,
Yuba,7/30/2015,39.33303,-121.18735,2015-07-30T12:40:00Z,,30,Yuba,39.252561,-121.31567,84,0,0.03,0.03,0.05,100.2,70.6,87.7,49,24,32,
Butte,7/30/2015,39.43963,-121.38794,2015-07-30T16:00:00Z,,400,Butte,39.386632,-121.835278,244,0,0,0,0,101.3,62.2,82.9,85,28,,
Shasta,7/30/2015,40.509552,-122.199227,2015-07-30T17:45:00Z,,75,Shasta,40.63,-122.31,224,0,0.11,0.22,0.46,111.8,,93.5,52,7,,
Humboldt,7/30/2015,40.1093,-123.774,2015-07-30T22:30:00Z,,16,Mendocino,39.006747,-123.08012,85,0,0.01,0.02,0.08,101.9,56.8,79,76,21,37,Keep?
Fresno,7/31/2015,36.874,-118.905,2015-07-31T19:00:00Z,,151623,Fresno,36.721083,-119.38903,142,0,0.05,0.05,0.2,103.4,75.9,89.9,46,17,26,
Tuolumne,7/31/2015,37.823,-120.15644,2015-07-31T21:00:00Z,,204,Merced,37.314139,-120.3867,148,0,0.12,0.12,0.13,97.5,71.6,84.2,48,22,33,Keep?
Santa Barbara,8/1/2015,34.9522,-120.2903,2015-08-01T14:32:00Z,,52,Santa Barbara,34.841878,-120.21274,165,0,0.27,0.27,0.55,77.8,59.4,66.8,95,59,80,
Shasta,8/2/2015,40.3929,-122.40546,2015-08-02T03:00:00Z,,59,Shasta,40.63,-122.31,224,0,0.11,0.18,0.46,95.6,68.4,80.8,63,23,41,
Nevada,8/2/2015,39.192088,-120.882313,2015-08-02T13:15:00Z,,2304,Yuba,39.252561,-121.31567,84,0,0.02,0.03,0.05,91.6,63.8,76.9,78,40,57,Keep?
Los Angeles,8/3/2015,34.367,-117.683,2015-08-03T14:15:00Z,,200,Los Angeles,34.056589,-117.81307,78,0.01,0.79,0.8,1.82,87.5,61.9,74.1,97,49,70,
Tulare,8/3/2015,36.49845,-118.9009,2015-08-03T18:07:00Z,,86,Tulare,36.3605,-119.05935,86,0,0.04,0.07,0.88,95.3,63.6,80.9,90,31,52,
Lassen,8/3/2015,40.938,-120.105,2015-08-03T14:28:00Z,,10570,Lassen,40.289799,-120.433948,57,0,1.21,1.81,3.41,91.8,49,71.7,84,12,36,
Tehama,8/8/2015,40.3506868,-121.7786799,2015-08-08T14:55:00Z,,110,Tehama,40.040006,-122.154539,222,0,0.01,0.01,0.02,87.5,61.2,75.1,83,38,57,
San Diego,8/9/2015,33.4115972,-117.2886249,2015-08-09T08:22:00Z,,55,San Diego,33.08105,-116.9757,153,0,0,0,0,82.7,57.3,67.7,94,53,76,
Napa,8/9/2015,38.8142503,-122.4867319,2015-08-09T15:34:00Z,,25118,Napa,38.428475,-122.41021,77,0,0.06,0.16,0.37,90.3,50.7,70.5,84,21,58,
Lake,8/9/2015,38.8142503,-122.4867319,2015-08-09T15:34:00Z,,25118,Sonoma,38.52665,-122.813758,103,0,0,0.06,0.06,90.5,44.5,66.1,97,33,64,Keep?
Riverside,8/10/2015,33.5736,-116.5387,2015-08-10T11:44:00Z,,543,Riverside,33.678186,-116.27299,208,0,0,0,0,99.8,72.5,86.4,69,18,41,
Calaveras,8/13/2015,38.052,-120.5577,2015-08-13T13:03:00Z,,114,Stanislaus,37.727194,-120.85086,194,0,0,0,0,88.3,60.2,72.6,88,37,59,Keep?
San Luis Obispo,8/16/2015,35.3477,-120.6269,2015-08-16T18:13:00Z,,2446,San Luis Obispo,35.305442,-120.66178,52,0,1.3,1.3,1.32,90.8,60,72.3,93,36,63,
