Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,,,,,,
Lassen,9/11/2016,40.3915,-120.7845,2016-09-11T11:33:00Z,18,,2575,,,,2016-09-22T07:00:00Z,,,,2016-09-11,2016,9,11
Butte,9/22/2016,39.4403,-121.42647,2016-09-22T11:45:00Z,4,,130,,,,2016-09-23T10:30:00Z,,,,2016-09-22,2016,9,22
Fresno,9/23/2016,36.6543,-119.5327,2016-09-23T12:40:00Z,10,,70,,,,2016-09-24T20:00:00Z,,,,2016-09-23,2016,9,23
Shasta,9/25/2016,40,-121.93923,2016-09-25T07:15:00Z,45,,100,,,,2016-09-25T13:15:00Z,,,,2016-09-25,2016,9,25
Amador,9/23/2016,38.5212,-120.8416,2016-09-23T13:12:00Z,3,,45,,,,2016-09-25T17:45:00Z,,,,2016-09-23,2016,9,23
Santa Barbara,9/17/2016,34.63445,-120.54421,2016-09-17T17:20:00Z,42,,12518,,,,2016-09-27T14:00:00Z,,,,2016-09-17,2016,9,17
Santa Barbara,9/22/2016,34.75134,-120.55297,2016-09-22T14:20:00Z,42,,215,,,,2016-09-27T14:00:00Z,,,,2016-09-22,2016,9,22
Sonoma,9/25/2016,38.80017,-122.82895,2016-09-25T10:43:00Z,49,,1547,,,,2016-09-29T17:00:00Z,,,,2016-09-25,2016,9,25
Kern,8/16/2016,35.7506,-118.5678,2016-08-16T16:35:00Z,15,,29322,,,,2016-10-01T06:00:00Z,,,,2016-08-16,2016,8,16
Tuolumne,9/26/2016,37.79635,-120.32484,2016-09-26T12:20:00Z,55,,1080,,,,2016-10-04T22:00:00Z,,,,2016-09-26,2016,9,26
Plumas,9/26/2016,39.92,-121.32,2016-09-26T13:23:00Z,32,,248,,,,2016-10-06T17:15:00Z,,,,2016-09-26,2016,9,26
Napa,10/10/2016,38.40958,-122.43172,2016-10-10T16:13:00Z,28,,65,,,,2016-10-12T18:00:00Z,,,,2016-10-10,2016,10,10
Monterey,7/22/2016,36.45994,-121.89938,2016-07-22T08:48:00Z,27,,132127,,,,2016-10-13T11:30:00Z,,,,2016-07-22,2016,7,22
Modoc,9/17/2016,41.2649,-120.3178,2016-09-17T14:37:00Z,25,,2652,,,,2016-10-13T11:30:00Z,,,,2016-09-17,2016,9,17
El Dorado,10/14/2016,38.93449,-120.10744,2016-10-14T01:28:00Z,9,,176,,,,2016-10-17T11:45:00Z,,,,2016-10-14,2016,10,14
Fresno,10/11/2016,36.94536,-119.25959,2016-10-11T12:58:00Z,10,,2100,,,,2016-10-20T07:00:00Z,,,,2016-10-11,2016,10,11
Siskiyou,6/7/2016,41.623,-123.557,2016-06-07T02:45:00Z,47,,2860,,,,2016-11-08T10:15:00Z,,,,2016-06-07,2016,6,7
Tulare,8/22/2016,36.1648,-118.73906,2016-08-22T22:00:00Z,54,,395,,,,2016-11-08T10:15:00Z,,,,2016-08-22,2016,8,22
Los Angeles,11/14/2016,34.31,-118.335,2016-11-14T05:45:00Z,19,,4824,,,,2016-11-14T14:00:00Z,,,,2016-11-14,2016,11,14
San Diego,11/13/2016,33.254355,-117.158475,2016-11-13T11:14:00Z,37,,28,,,,2016-11-14T18:00:00Z,,,,2016-11-13,2016,11,13
Tulare,10/29/2016,35.984,-118.551,2016-10-29T11:15:00Z,54,,4347,,,,2016-12-19T13:30:00Z,,,,2016-10-29,2016,10,29
Tulare,10/20/2016,36.217,-118.551,2016-10-20T17:00:00Z,54,,10,,,,2016-12-19T13:30:00Z,,,,2016-10-20,2016,10,20
Santa Clara,9/26/2016,37.10632,-121.85318,2016-09-26T14:42:00Z,43,,4474,,,,2017-09-19T10:30:00Z,,,,2016-09-26,2016,9,26
Lassen,2/7/2017,40.07045,-120.14013,2017-02-07T14:00:00Z,18,,83733,,,,2018-01-09T09:24:00Z,,,,2017-02-07,2017,2,7
Modoc,4/3/2017,0,0,2017-04-03T16:00:00Z,25,,83120,,,,2018-01-09T09:40:00Z,,,,2017-04-03,2017,4,3
Mariposa,4/3/2017,37.61757,-120.21321,2017-04-03T16:00:00Z,22,,81826,,,,2018-01-09T09:41:00Z,,,,2017-04-03,2017,4,3
Siskiyou,4/13/2017,41.841,-123.474,2017-04-13T02:30:00Z,47,,78698,,,,2018-01-09T09:50:00Z,,,,2017-04-13,2017,4,13
Kings,4/20/2017,35.93273,-120.20014,2017-04-20T15:40:00Z,16,,48889,,,,2018-01-09T09:51:00Z,,,,2017-04-20,2017,4,20
Siskiyou,4/24/2017,42.039,-123.218,2017-04-24T12:06:00Z,47,,39715,,,,2018-01-09T09:51:00Z,,,,2017-04-24,2017,4,24
Tulare,4/28/2017,36.15356,-118.74103,2017-04-28T15:40:00Z,54,,36556,,,,2018-01-09T09:52:00Z,,,,2017-04-28,2017,4,28
San Luis Obispo,4/29/2017,35.0179,-120.3223,2017-04-29T17:15:00Z,40,,28687,,,,2018-01-09T09:52:00Z,,,,2017-04-29,2017,4,29
Siskiyou,4/30/2017,41.59,-123.501,2017-04-30T15:23:00Z,47,,27276,,,,2018-01-09T09:53:00Z,,,,2017-04-30,2017,4,30
Trinity,4/30/2017,40.76025,-123.10003,2017-04-30T16:03:00Z,53,,21846,,,,2018-01-09T09:53:00Z,,,,2017-04-30,2017,4,30
Tulare,5/2/2017,36.27138,-118.48555,2017-05-02T14:32:00Z,54,,18900,,,,2018-01-09T09:54:00Z,,,,2017-05-02,2017,5,2
Lassen,5/1/2017,40.69573,-119.93499,2017-05-01T12:44:00Z,18,,18618,,,,2018-01-09T09:54:00Z,,,,2017-05-01,2017,5,1
Santa Barbara,4/30/2017,34.55096,-119.9494,2017-04-30T19:43:00Z,42,,18430,,,,2018-01-09T09:54:00Z,,,,2017-04-30,2017,4,30
Tulare,5/10/2017,0,0,2017-05-10T15:27:00Z,54,,16031,,,,2018-01-09T09:55:00Z,,,,2017-05-10,2017,5,10
Trinity,5/12/2017,40.2275,-123.03583,2017-05-12T05:05:00Z,53,,13417,,,,2018-01-09T09:55:00Z,,,,2017-05-12,2017,5,12
Madera,5/7/2017,37.44663,-119.64622,2017-05-07T16:41:00Z,20,,12407,,,,2018-01-09T09:55:00Z,,,,2017-05-07,2017,5,7
Fresno,5/12/2017,36.12089,-120.37116,2017-05-12T15:30:00Z,10,,10343,,,,2018-01-09T09:56:00Z,,,,2017-05-12,2017,5,12
Mono,5/14/2017,38.655,-119.55425,2017-05-14T12:00:00Z,26,,8925,,,,2018-01-09T09:56:00Z,,,,2017-05-14,2017,5,14
Mariposa,5/14/2017,37.644,-119.618,2017-05-14T12:51:00Z,22,,8094,,,,2018-01-09T09:56:00Z,,,,2017-05-14,2017,5,14
Modoc,5/15/2017,41.466,-120.321,2017-05-15T13:58:00Z,25,,7697,,,,2018-01-09T09:57:00Z,,,,2017-05-15,2017,5,15
Los Angeles,5/14/2017,34.22957,-118.2674,2017-05-14T14:00:00Z,19,,7194,,,,2018-01-09T09:57:00Z,,,,2017-05-14,2017,5,14
Mariposa,5/15/2017,37.538,-119.598,2017-05-15T14:05:00Z,22,,7000,,,,2018-01-09T09:58:00Z,,,,2017-05-15,2017,5,15
Riverside,5/16/2017,33.530045,-116.594422,2017-05-16T16:10:00Z,33,,6309,,,,2018-01-09T09:58:00Z,,,,2017-05-16,2017,5,16
Lassen,5/17/2017,40.43962,-120.22215,2017-05-17T15:18:00Z,18,,6042,,,,2018-01-09T09:59:00Z,,,,2017-05-17,2017,5,17
Butte,5/17/2017,39.45352,-121.41222,2017-05-17T15:30:00Z,4,,6033,,,,2018-01-09T10:01:00Z,,,,2017-05-17,2017,5,17
Fresno,5/18/2017,36.07228,-120.26561,2017-05-18T08:48:00Z,10,,5738,,,,2018-01-09T10:03:00Z,,,,2017-05-18,2017,5,18
Stanislaus,5/18/2017,38.329,-119.782,2017-05-18T13:11:00Z,50,,5247,,,,2018-01-09T10:04:00Z,,,,2017-05-18,2017,5,18
Trinity,5/18/2017,40.17598,-123.36882,2017-05-18T12:54:00Z,53,,4736,,,,2018-01-09T10:04:00Z,,,,2017-05-18,2017,5,18
Plumas,5/19/2017,39.9034,-120.9761,2017-05-19T23:28:00Z,32,,4310,,,,2018-01-09T10:05:00Z,,,,2017-05-19,2017,5,19
San Diego,5/18/2017,33.3237,-117.163,2017-05-18T17:25:00Z,37,,4100,,,,2018-01-09T10:05:00Z,,,,2017-05-18,2017,5,18
Riverside,12/31/1969,33.97471,-117.09984,1969-12-31T16:00:00Z,33,,3874,,,,2018-01-09T10:05:00Z,,,,1969-12-31,1969,12,31
Siskiyou,5/19/2017,41.853,-123.676,2017-05-19T13:10:00Z,47,,3142,,,,2018-01-09T10:05:00Z,,,,2017-05-19,2017,5,19
Kern,5/20/2017,35.77896,-118.89627,2017-05-20T23:19:00Z,15,,2940,,,,2018-01-09T10:06:00Z,,,,2017-05-20,2017,5,20
Plumas,5/19/2017,39.75312,-120.75485,2017-05-19T14:45:00Z,32,,2575,,,,2018-01-09T10:06:00Z,,,,2017-05-19,2017,5,19
Kings,5/20/2017,36.05187,-120.05404,2017-05-20T13:11:00Z,16,,2312,,,,2018-01-09T10:06:00Z,,,,2017-05-20,2017,5,20
Tulare,5/20/2017,36.257,-118.296,2017-05-20T14:23:00Z,54,,2295,,,,2018-01-09T10:07:00Z,,,,2017-05-20,2017,5,20
Tulare,5/20/2017,36.0226,-118.94252,2017-05-20T17:54:00Z,54,,2289,,,,2018-01-09T10:07:00Z,,,,2017-05-20,2017,5,20
Yolo,5/21/2017,38.49521,-122.0251,2017-05-21T16:12:00Z,57,,2269,,,,2018-01-09T10:07:00Z,,,,2017-05-21,2017,5,21
San Diego,5/22/2017,32.65597,-116.80527,2017-05-22T04:50:00Z,37,,2056,,,,2018-01-09T10:07:00Z,,,,2017-05-22,2017,5,22
Sonoma,5/23/2017,0,0,2017-05-23T13:13:00Z,49,,1868,,,,2018-01-09T10:08:00Z,,,,2017-05-23,2017,5,23
Monterey,5/24/2017,35.86949,-120.57894,2017-05-24T15:30:00Z,"27,40",,1816,,,,2018-01-09T10:10:00Z,,,,2017-05-24,2017,5,24
San Luis Obispo,5/25/2017,35.86949,-120.57894,2017-05-25T14:48:00Z,"27,40",,1816,,,,2018-01-09T10:16:00Z,,,,2017-05-25,2017,5,25
Merced,5/25/2017,36.96655,-120.89261,2017-05-25T18:15:00Z,24,,1800,,,,2018-01-09T10:17:00Z,,,,2017-05-25,2017,5,25
Stanislaus,5/28/2017,38.12,-119.941,2017-05-28T07:49:00Z,50,,1749,,,,2018-01-09T10:17:00Z,,,,2017-05-28,2017,5,28
Sonoma,5/28/2017,38.14242,-122.47301,2017-05-28T10:59:00Z,49,,1660,,,,2018-01-09T10:17:00Z,,,,2017-05-28,2017,5,28
Fresno,5/28/2017,35.95911,-120.55579,2017-05-28T15:27:00Z,10,,1649,,,,2018-01-09T10:21:00Z,,,,2017-05-28,2017,5,28
Kern,5/28/2017,35.59904,-119.08312,2017-05-28T16:16:00Z,15,,1626,,,,2018-01-09T10:21:00Z,,,,2017-05-28,2017,5,28
San Luis Obispo,5/28/2017,35.4025,-120.4992,2017-05-28T15:30:00Z,40,,1598,,,,2018-01-09T10:21:00Z,,,,2017-05-28,2017,5,28
Fresno,6/1/2017,36.269125,-120.620791,2017-06-01T15:38:00Z,10,,1538,,,,2018-01-09T10:22:00Z,,,,2017-06-01,2017,6,1
Kern,5/29/2017,35.53456,-118.66733,2017-05-29T01:20:00Z,15,,1522,,,,2018-01-09T10:22:00Z,,,,2017-05-29,2017,5,29
San Bernardino,5/29/2017,34.2976,-116.826,2017-05-29T15:31:00Z,36,,1503,,,,2018-01-09T10:22:00Z,,,,2017-05-29,2017,5,29
Madera,5/31/2017,37.0825,-119.8011,2017-05-31T11:30:00Z,20,,1431,,,,2018-01-09T10:23:00Z,,,,2017-05-31,2017,5,31
Kern,6/1/2017,35.543,-118.654,2017-06-01T16:12:00Z,15,,1350,,,,2018-01-09T10:23:00Z,,,,2017-06-01,2017,6,1
Riverside,6/2/2017,34.00566,-117.30693,2017-06-02T18:55:00Z,33,,1350,,,,2018-01-09T10:23:00Z,,,,2017-06-02,2017,6,2
Kern,6/3/2017,35.76,-118.406,2017-06-03T13:09:00Z,15,,1319,,,,2018-01-09T10:24:00Z,,,,2017-06-03,2017,6,3
Sacramento,6/4/2017,38.5181,-121.104,2017-06-04T22:11:00Z,34,,1286,,,,2018-01-09T10:24:00Z,,,,2017-06-04,2017,6,4
Kern,6/3/2017,35.38298,-118.80123,2017-06-03T12:09:00Z,15,,1200,,,,2018-01-09T10:24:00Z,,,,2017-06-03,2017,6,3
San Diego,6/3/2017,33.402411,-117.402445,2017-06-03T15:39:00Z,37,,1088,,,,2018-01-09T10:24:00Z,,,,2017-06-03,2017,6,3
Kern,6/4/2017,34.94373,-119.44751,2017-06-04T16:22:00Z,15,,1083,,,,2018-01-09T10:25:00Z,,,,2017-06-04,2017,6,4
Riverside,6/4/2017,33.98212,-117.30819,2017-06-04T11:04:00Z,33,,1044,,,,2018-01-09T10:25:00Z,,,,2017-06-04,2017,6,4
Madera,6/4/2017,37.21616,-119.48067,2017-06-04T16:12:00Z,20,,1035,,,,2018-01-09T10:26:00Z,,,,2017-06-04,2017,6,4
Plumas,6/5/2017,39.75371,-120.1397,2017-06-05T13:17:00Z,32,,1020,,,,2018-01-09T10:26:00Z,,,,2017-06-05,2017,6,5
San Diego,6/4/2017,33.34988,-117.39818,2017-06-04T16:48:00Z,37,,1000,,,,2018-01-09T10:26:00Z,,,,2017-06-04,2017,6,4
Shasta,6/6/2017,40.98352,-121.81623,2017-06-06T12:43:00Z,45,,995,,,,2018-01-09T10:27:00Z,,,,2017-06-06,2017,6,6
Fresno,6/6/2017,36.530836,-120.206592,2017-06-06T16:38:00Z,10,,976,,,,2018-01-09T10:27:00Z,,,,2017-06-06,2017,6,6
Mendocino,6/5/2017,39.30125,-123.28825,2017-06-05T14:02:00Z,23,,900,,,,2018-01-09T10:27:00Z,,,,2017-06-05,2017,6,5
Yuba,6/7/2017,39.1234,-121.32957,2017-06-07T11:55:00Z,58,,867,,,,2018-01-09T10:28:00Z,,,,2017-06-07,2017,6,7
Riverside,6/7/2017,33.60247,-117.34192,2017-06-07T21:00:00Z,33,,866,,,,2018-01-09T10:28:00Z,,,,2017-06-07,2017,6,7
Lassen,6/10/2017,39.888,-120.066,2017-06-10T12:17:00Z,18,,859,,,,2018-01-09T10:29:00Z,,,,2017-06-10,2017,6,10
Los Angeles,6/9/2017,34.55607,-118.60703,2017-06-09T04:53:00Z,19,,800,,,,2018-01-09T10:29:00Z,,,,2017-06-09,2017,6,9
San Luis Obispo,6/9/2017,35.7908,-120.77485,2017-06-09T16:15:00Z,40,,775,,,,2018-01-09T10:29:00Z,,,,2017-06-09,2017,6,9
Los Angeles,6/10/2017,34.37443,-118.49343,2017-06-10T13:19:00Z,19,,760,,,,2018-01-09T10:30:00Z,,,,2017-06-10,2017,6,10
Sierra,6/11/2017,39.439722,-120.027222,2017-06-11T17:15:00Z,46,,747,,,,2018-01-09T10:30:00Z,,,,2017-06-11,2017,6,11
Tuolumne,6/11/2017,37.905545,-120.408135,2017-06-11T10:46:00Z,55,,690,,,,2018-01-09T10:30:00Z,,,,2017-06-11,2017,6,11
Mariposa,6/11/2017,37.37397,-119.83556,2017-06-11T18:12:00Z,22,,680,,,,2018-01-09T10:30:00Z,,,,2017-06-11,2017,6,11
San Bernardino,6/11/2017,34.14575,-117.17813,2017-06-11T22:45:00Z,36,,670,,,,2018-01-09T10:31:00Z,,,,2017-06-11,2017,6,11
Mariposa,6/11/2017,37.3762,-119.9646,2017-06-11T18:49:00Z,22,,630,,,,2018-01-09T10:31:00Z,,,,2017-06-11,2017,6,11
Modoc,6/13/2017,41.85763,-121.29581,2017-06-13T10:18:00Z,25,,562,,,,2018-01-09T10:31:00Z,,,,2017-06-13,2017,6,13
Riverside,6/13/2017,33.95036,-116.88066,2017-06-13T17:00:00Z,33,,545,,,,2018-01-09T10:32:00Z,,,,2017-06-13,2017,6,13
Lassen,6/13/2017,41.11989,-120.74968,2017-06-13T14:31:00Z,18,,530,,,,2018-01-09T10:32:00Z,,,,2017-06-13,2017,6,13
Kern,6/13/2017,35.4605,-118.85896,2017-06-13T12:00:00Z,15,,506,,,,2018-01-09T10:32:00Z,,,,2017-06-13,2017,6,13
San Diego,6/13/2017,33.3906,-117.32348,2017-06-13T12:47:00Z,37,,486,,,,2018-01-09T10:32:00Z,,,,2017-06-13,2017,6,13
Siskiyou,6/13/2017,41.3975,-122.8428,2017-06-13T17:21:00Z,47,,469,,,,2018-01-09T10:32:00Z,,,,2017-06-13,2017,6,13
San Luis Obispo,6/14/2017,35.40357,-120.28037,2017-06-14T11:44:00Z,40,,460,,,,2018-01-09T10:33:00Z,,,,2017-06-14,2017,6,14
Fresno,6/15/2017,36.616986,-120.369347,2017-06-15T11:36:00Z,10,,450,,,,2018-01-09T10:33:00Z,,,,2017-06-15,2017,6,15
Santa Barbara,6/15/2017,34.67403,-120.4393,2017-06-15T07:30:00Z,42,,444,,,,2018-01-09T10:33:00Z,,,,2017-06-15,2017,6,15
Madera,6/15/2017,37.14624,-120.015509,2017-06-15T15:51:00Z,20,,429,,,,2018-01-09T10:33:00Z,,,,2017-06-15,2017,6,15
El Dorado,6/17/2017,38.848,-120.287,2017-06-17T13:55:00Z,9,,426,,,,2018-01-09T10:34:00Z,,,,2017-06-17,2017,6,17
Tulare,6/16/2017,36.22265,-119.06598,2017-06-16T09:27:00Z,54,,416,,,,2018-01-09T10:34:00Z,,,,2017-06-16,2017,6,16
Modoc,6/16/2017,41.72163,-121.30451,2017-06-16T15:49:00Z,25,,410,,,,2018-01-09T10:34:00Z,,,,2017-06-16,2017,6,16
San Diego,6/16/2017,32.84796,-116.85396,2017-06-16T14:51:00Z,37,,400,,,,2018-01-09T10:34:00Z,,,,2017-06-16,2017,6,16
Fresno,6/18/2017,36.45491,-120.2445,2017-06-18T07:15:00Z,10,,400,,,,2018-01-09T10:35:00Z,,,,2017-06-18,2017,6,18
Nevada,6/18/2017,39.34292,-121.12004,2017-06-18T14:04:00Z,29,,392,,,,2018-01-09T10:35:00Z,,,,2017-06-18,2017,6,18
Santa Cruz,6/18/2017,37.18356,-122.07012,2017-06-18T12:28:00Z,44,,391,,,,2018-01-09T10:35:00Z,,,,2017-06-18,2017,6,18
Modoc,6/18/2017,41.16716,-120.58342,2017-06-18T14:22:00Z,25,,380,,,,2018-01-09T10:41:00Z,,,,2017-06-18,2017,6,18
Mono,6/18/2017,38.46111,-119.48284,2017-06-18T15:10:00Z,26,,370,,,,2018-01-09T10:46:00Z,,,,2017-06-18,2017,6,18
Contra Costa,6/21/2017,38.02929,-122.25544,2017-06-21T14:45:00Z,7,,370,,,,2018-01-09T10:59:00Z,,,,2017-06-21,2017,6,21
Fresno,6/18/2017,36.27306,-120.65185,2017-06-18T15:45:00Z,10,,357,,,,2018-01-09T10:59:00Z,,,,2017-06-18,2017,6,18
San Luis Obispo,6/18/2017,35.42433,-120.47322,2017-06-18T16:03:00Z,40,,340,,,,2018-01-09T10:59:00Z,,,,2017-06-18,2017,6,18
Tulare,6/19/2017,36.45809,-118.87676,2017-06-19T15:05:00Z,54,,339,,,,2018-01-09T11:00:00Z,,,,2017-06-19,2017,6,19
Kern,6/19/2017,34.92907,-118.9267,2017-06-19T21:41:00Z,15,,338,,,,2018-01-09T11:00:00Z,,,,2017-06-19,2017,6,19
San Bernardino,6/21/2017,34.08492,-117.03826,2017-06-21T18:02:00Z,36,,325,,,,2018-01-09T11:00:00Z,,,,2017-06-21,2017,6,21
Del Norte,6/22/2017,41.478,-123.506,2017-06-22T09:49:00Z,8,,319,,,,2018-01-09T11:00:00Z,,,,2017-06-22,2017,6,22
Riverside,6/24/2017,33.59257,-117.14979,2017-06-24T16:16:00Z,33,,300,,,,2018-01-09T11:01:00Z,,,,2017-06-24,2017,6,24
Kern,6/23/2017,35.41283,-118.84466,2017-06-23T16:00:00Z,15,,288,,,,2018-01-09T11:01:00Z,,,,2017-06-23,2017,6,23
San Bernardino,6/22/2017,34.16564,-117.33334,2017-06-22T11:10:00Z,36,,260,,,,2018-01-09T11:01:00Z,,,,2017-06-22,2017,6,22
San Luis Obispo,6/22/2017,35.12269,-120.39387,2017-06-22T13:08:00Z,40,,245,,,,2018-01-09T11:01:00Z,,,,2017-06-22,2017,6,22
Fresno,6/23/2017,36.24653,-120.31598,2017-06-23T22:32:00Z,10,,237,,,,2018-01-09T11:01:00Z,,,,2017-06-23,2017,6,23
El Dorado,6/24/2017,38.538332,-121.039267,2017-06-24T11:15:00Z,9,,236,,,,2018-01-09T11:07:00Z,,,,2017-06-24,2017,6,24
Contra Costa,6/25/2017,37.87808,-121.78677,2017-06-25T12:09:00Z,7,,231,,,,2018-01-09T11:07:00Z,,,,2017-06-25,2017,6,25
Mariposa,6/25/2017,37.4591,-119.921,2017-06-25T17:00:00Z,22,,225,,,,2018-01-09T11:07:00Z,,,,2017-06-25,2017,6,25
San Luis Obispo,6/26/2017,35.34541,-120.76464,2017-06-26T15:10:00Z,40,,225,,,,2018-01-09T11:08:00Z,,,,2017-06-26,2017,6,26
San Luis Obispo,6/26/2017,35.21177,-119.87525,2017-06-26T15:27:00Z,40,,225,,,,2018-01-09T11:08:00Z,,,,2017-06-26,2017,6,26
Kern,6/25/2017,35.59804,-118.47939,2017-06-25T12:47:00Z,15,,206,,,,2018-01-09T11:08:00Z,,,,2017-06-25,2017,6,25
Riverside,6/26/2017,33.85323,-117.48195,2017-06-26T21:30:00Z,33,,205,,,,2018-01-09T11:08:00Z,,,,2017-06-26,2017,6,26
Lake,6/26/2017,39.44543,-122.85194,2017-06-26T12:30:00Z,17,,200,,,,2018-01-09T11:08:00Z,,,,2017-06-26,2017,6,26
Alameda,6/27/2017,37.72543,-121.90516,2017-06-27T15:22:00Z,1,,200,,,,2018-01-09T11:09:00Z,,,,2017-06-27,2017,6,27
San Diego,6/27/2017,32.65003,-116.42907,2017-06-27T10:39:00Z,37,,200,,,,2018-01-09T11:09:00Z,,,,2017-06-27,2017,6,27
Riverside,6/27/2017,33.689092,-117.396404,2017-06-27T07:39:00Z,33,,200,,,,2018-01-09T11:09:00Z,,,,2017-06-27,2017,6,27
Tehama,6/27/2017,40.02261,-121.91425,2017-06-27T09:38:00Z,52,,194,,,,2018-01-09T11:09:00Z,,,,2017-06-27,2017,6,27
Santa Barbara,6/28/2017,34.9465,-119.8036,2017-06-28T15:49:00Z,42,,190,,,,2018-01-09T11:10:00Z,,,,2017-06-28,2017,6,28
Plumas,6/28/2017,39.9864,-120.89746,2017-06-28T13:50:00Z,32,,186,,,,2018-01-09T11:10:00Z,,,,2017-06-28,2017,6,28
Fresno,6/28/2017,36.704679,-120.405077,2017-06-28T09:30:00Z,10,,186,,,,2018-01-09T11:10:00Z,,,,2017-06-28,2017,6,28
Kern,6/28/2017,35.19008,-118.76152,2017-06-28T17:56:00Z,15,,183,,,,2018-01-09T11:10:00Z,,,,2017-06-28,2017,6,28
Shasta,6/29/2017,40.47106,-122.43608,2017-06-29T13:56:00Z,45,,180,,,,2018-01-09T11:11:00Z,,,,2017-06-29,2017,6,29
San Bernardino,6/29/2017,34.41204,-117.03031,2017-06-29T15:09:00Z,36,,170,,,,2018-01-09T11:11:00Z,,,,2017-06-29,2017,6,29
Riverside,6/29/2017,33.87679,-117.00258,2017-06-29T20:44:00Z,33,,168,,,,2018-01-09T11:11:00Z,,,,2017-06-29,2017,6,29
Sierra,6/29/2017,39.71101,-120.02325,2017-06-29T15:45:00Z,46,,168,,,,2018-01-09T11:11:00Z,,,,2017-06-29,2017,6,29
Butte,6/30/2017,39.37192,-121.53865,2017-06-30T13:49:00Z,4,,166,,,,2018-01-09T11:16:00Z,,,,2017-06-30,2017,6,30
Lassen,7/1/2017,40.80968,-120.48641,2017-07-01T00:48:00Z,18,,157,,,,2018-01-09T11:16:00Z,,,,2017-07-01,2017,7,1
Madera,7/2/2017,37.12759,-120.0193,2017-07-02T13:04:00Z,20,,157,,,,2018-01-09T11:16:00Z,,,,2017-07-02,2017,7,2
Siskiyou,7/2/2017,41.9808,-121.9741,2017-07-02T12:41:00Z,47,,155,,,,2018-01-09T11:16:00Z,,,,2017-07-02,2017,7,2
Riverside,7/2/2017,33.98639,-117.21314,2017-07-02T13:36:00Z,33,,153,,,,2018-01-09T11:17:00Z,,,,2017-07-02,2017,7,2
Butte,7/2/2017,39.74679,-121.67261,2017-07-02T13:43:00Z,4,,150,,,,2018-01-09T11:17:00Z,,,,2017-07-02,2017,7,2
San Luis Obispo,7/2/2017,35.7751,-120.23656,2017-07-02T22:28:00Z,40,,150,,,,2018-01-09T11:41:00Z,,,,2017-07-02,2017,7,2
San Luis Obispo,7/3/2017,35.6871,-120.3187,2017-07-03T15:14:00Z,40,,150,,,,2018-01-09T11:41:00Z,,,,2017-07-03,2017,7,3
Madera,7/3/2017,36.90967,-119.79315,2017-07-03T13:34:00Z,20,,150,,,,2018-01-09T11:41:00Z,,,,2017-07-03,2017,7,3
San Bernardino,7/4/2017,34.30104,-117.45646,2017-07-04T13:21:00Z,36,,150,,,,2018-01-09T11:42:00Z,,,,2017-07-04,2017,7,4
Trinity,7/3/2017,40.46836,-123.51619,2017-07-03T19:31:00Z,53,,148,,,,2018-01-09T11:42:00Z,,,,2017-07-03,2017,7,3
Mendocino,7/4/2017,39.02482,-123.1362,2017-07-04T13:15:00Z,23,,146,,,,2018-01-09T11:42:00Z,,,,2017-07-04,2017,7,4
Butte,7/4/2017,40.07613,-121.56858,2017-07-04T13:21:00Z,4,,143,,,,2018-01-09T11:43:00Z,,,,2017-07-04,2017,7,4
El Dorado,7/4/2017,38.559707,-120.70013,2017-07-04T14:45:00Z,9,,140,,,,2018-01-09T11:43:00Z,,,,2017-07-04,2017,7,4
El Dorado,7/4/2017,38.5758,-120.915,2017-07-04T15:20:00Z,9,,136,,,,2018-01-09T11:43:00Z,,,,2017-07-04,2017,7,4
Los Angeles,7/4/2017,34.792882,-118.851943,2017-07-04T15:45:00Z,19,,135,,,,2018-01-09T11:43:00Z,,,,2017-07-04,2017,7,4
Tulare,7/4/2017,35.8556,-118.74542,2017-07-04T15:21:00Z,54,,135,,,,2018-01-09T11:43:00Z,,,,2017-07-04,2017,7,4
Butte,7/5/2017,39.69717,-121.75417,2017-07-05T11:05:00Z,4,,134,,,,2018-01-09T11:44:00Z,,,,2017-07-05,2017,7,5
Calaveras,7/4/2017,38.40234,-120.52953,2017-07-04T16:55:00Z,5,,130,,,,2018-01-09T11:44:00Z,,,,2017-07-04,2017,7,4
San Diego,7/5/2017,32.6001,-116.76997,2017-07-05T16:56:00Z,37,,130,,,,2018-01-09T11:44:00Z,,,,2017-07-05,2017,7,5
San Luis Obispo,7/5/2017,35.78286,-120.22647,2017-07-05T08:24:00Z,40,,130,,,,2018-01-09T11:44:00Z,,,,2017-07-05,2017,7,5
Shasta,7/6/2017,40.69554,-122.0122,2017-07-06T12:41:00Z,45,,128,,,,2018-01-09T11:45:00Z,,,,2017-07-06,2017,7,6
Fresno,7/6/2017,36.5355,-120.6585,2017-07-06T12:29:00Z,10,,126,,,,2018-01-09T11:45:00Z,,,,2017-07-06,2017,7,6
Mariposa,7/5/2017,37.62823,-120.30046,2017-07-05T15:40:00Z,22,,125,,,,2018-01-09T11:45:00Z,,,,2017-07-05,2017,7,5
Tuolumne,7/6/2017,37.90014,-120.36005,2017-07-06T13:00:00Z,55,,124,,,,2018-01-09T11:45:00Z,,,,2017-07-06,2017,7,6
Riverside,7/6/2017,34.009026,-117.239099,2017-07-06T15:44:00Z,33,,122,,,,2018-01-09T11:46:00Z,,,,2017-07-06,2017,7,6
