Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,Started
San Luis Obispo,1/9/2018,35.21177,-119.87525,2018-01-09T09:57:00Z,40,,225,,,,2018-01-09T11:08:00Z,,2017-06-26T15:27:00Z
Kern,1/9/2018,35.59804,-118.47939,2018-01-09T10:29:00Z,15,,206,,,,2018-01-09T11:08:00Z,,2017-06-25T12:47:00Z
Riverside,1/9/2018,33.85323,-117.48195,2018-01-09T11:44:00Z,33,,205,,,,2018-01-09T11:08:00Z,,2017-06-26T21:30:00Z
Lake,1/9/2018,39.44543,-122.85194,2018-01-09T13:20:00Z,17,,200,,,,2018-01-09T11:08:00Z,,2017-06-26T12:30:00Z
Alameda,1/9/2018,37.72543,-121.90516,2018-01-09T12:44:00Z,1,,200,,,,2018-01-09T11:09:00Z,,2017-06-27T15:22:00Z
San Diego,1/9/2018,32.65003,-116.42907,2018-01-09T12:43:00Z,37,,200,,,,2018-01-09T11:09:00Z,,2017-06-27T10:39:00Z
Riverside,1/9/2018,33.689092,-117.396404,2018-01-09T12:15:00Z,33,,200,,,,2018-01-09T11:09:00Z,,2017-06-27T07:39:00Z
Tehama,1/9/2018,40.02261,-121.91425,2018-01-09T13:46:00Z,52,,194,,,,2018-01-09T11:09:00Z,,2017-06-27T09:38:00Z
Santa Barbara,1/9/2018,34.9465,-119.8036,2018-01-09T10:07:00Z,42,,190,,,,2018-01-09T11:10:00Z,,2017-06-28T15:49:00Z
Plumas,1/9/2018,39.9864,-120.89746,2018-01-09T12:43:00Z,32,,186,,,,2018-01-09T11:10:00Z,,2017-06-28T13:50:00Z
Fresno,1/9/2018,36.704679,-120.405077,2018-01-09T10:30:00Z,10,,186,,,,2018-01-09T11:10:00Z,,2017-06-28T09:30:00Z
Kern,1/9/2018,35.19008,-118.76152,2018-01-09T13:36:00Z,15,,183,,,,2018-01-09T11:10:00Z,,2017-06-28T17:56:00Z
Shasta,1/9/2018,40.47106,-122.43608,2018-01-09T12:01:00Z,45,,180,,,,2018-01-09T11:11:00Z,,2017-06-29T13:56:00Z
San Bernardino,1/9/2018,34.41204,-117.03031,2018-01-09T12:04:00Z,36,,170,,,,2018-01-09T11:11:00Z,,2017-06-29T15:09:00Z
Riverside,1/9/2018,33.87679,-117.00258,2018-01-09T12:43:00Z,33,,168,,,,2018-01-09T11:11:00Z,,2017-06-29T20:44:00Z
Sierra,1/9/2018,39.71101,-120.02325,2018-01-09T11:00:00Z,46,,168,,,,2018-01-09T11:11:00Z,,2017-06-29T15:45:00Z
Butte,1/9/2018,39.37192,-121.53865,2018-01-09T11:52:00Z,4,,166,,,,2018-01-09T11:16:00Z,,2017-06-30T13:49:00Z
Lassen,1/9/2018,40.80968,-120.48641,2018-01-09T12:44:00Z,18,,157,,,,2018-01-09T11:16:00Z,,2017-07-01T00:48:00Z
Madera,1/9/2018,37.12759,-120.0193,2018-01-09T10:28:00Z,20,,157,,,,2018-01-09T11:16:00Z,,2017-07-02T13:04:00Z
Siskiyou,1/9/2018,41.9808,-121.9741,2018-01-09T12:12:00Z,47,,155,,,,2018-01-09T11:16:00Z,,2017-07-02T12:41:00Z
Riverside,1/9/2018,33.98639,-117.21314,2018-01-09T10:46:00Z,33,,153,,,,2018-01-09T11:17:00Z,,2017-07-02T13:36:00Z
Butte,1/9/2018,39.74679,-121.67261,2018-01-09T13:34:00Z,4,,150,,,,2018-01-09T11:17:00Z,,2017-07-02T13:43:00Z
San Luis Obispo,1/9/2018,35.7751,-120.23656,2018-01-09T12:05:00Z,40,,150,,,,2018-01-09T11:41:00Z,,2017-07-02T22:28:00Z
San Luis Obispo,1/9/2018,35.6871,-120.3187,2018-01-09T10:33:00Z,40,,150,,,,2018-01-09T11:41:00Z,,2017-07-03T15:14:00Z
Madera,1/9/2018,36.90967,-119.79315,2018-01-09T10:01:00Z,20,,150,,,,2018-01-09T11:41:00Z,,2017-07-03T13:34:00Z
San Bernardino,1/9/2018,34.30104,-117.45646,2018-01-09T09:53:00Z,36,,150,,,,2018-01-09T11:42:00Z,,2017-07-04T13:21:00Z
Trinity,1/9/2018,40.46836,-123.51619,2018-01-09T13:36:00Z,53,,148,,,,2018-01-09T11:42:00Z,,2017-07-03T19:31:00Z
Mendocino,1/9/2018,39.02482,-123.1362,2018-01-09T13:22:00Z,23,,146,,,,2018-01-09T11:42:00Z,,2017-07-04T13:15:00Z
Butte,1/9/2018,40.07613,-121.56858,2018-01-09T13:27:00Z,4,,143,,,,2018-01-09T11:43:00Z,,2017-07-04T13:21:00Z
El Dorado,1/9/2018,38.559707,-120.70013,2018-01-09T12:06:00Z,9,,140,,,,2018-01-09T11:43:00Z,,2017-07-04T14:45:00Z
El Dorado,1/9/2018,38.5758,-120.915,2018-01-09T13:21:00Z,9,,136,,,,2018-01-09T11:43:00Z,,2017-07-04T15:20:00Z
Los Angeles,1/9/2018,34.792882,-118.851943,2018-01-09T12:07:00Z,19,,135,,,,2018-01-09T11:43:00Z,,2017-07-04T15:45:00Z
Tulare,1/9/2018,35.8556,-118.74542,2018-01-09T10:32:00Z,54,,135,,,,2018-01-09T11:43:00Z,,2017-07-04T15:21:00Z
Butte,1/9/2018,39.69717,-121.75417,2018-01-09T10:34:00Z,4,,134,,,,2018-01-09T11:44:00Z,,2017-07-05T11:05:00Z
Calaveras,1/9/2018,38.40234,-120.52953,2018-01-09T13:33:00Z,5,,130,,,,2018-01-09T11:44:00Z,,2017-07-04T16:55:00Z
San Diego,1/9/2018,32.6001,-116.76997,2018-01-09T12:50:00Z,37,,130,,,,2018-01-09T11:44:00Z,,2017-07-05T16:56:00Z
San Luis Obispo,1/9/2018,35.78286,-120.22647,2018-01-09T09:54:00Z,40,,130,,,,2018-01-09T11:44:00Z,,2017-07-05T08:24:00Z
Shasta,1/9/2018,40.69554,-122.0122,2018-01-09T11:16:00Z,45,,128,,,,2018-01-09T11:45:00Z,,2017-07-06T12:41:00Z
Fresno,1/9/2018,36.5355,-120.6585,2018-01-09T09:52:00Z,10,,126,,,,2018-01-09T11:45:00Z,,2017-07-06T12:29:00Z
Mariposa,1/9/2018,37.62823,-120.30046,2018-01-09T12:40:00Z,22,,125,,,,2018-01-09T11:45:00Z,,2017-07-05T15:40:00Z
Tuolumne,1/9/2018,37.90014,-120.36005,2018-01-09T12:14:00Z,55,,124,,,,2018-01-09T11:45:00Z,,2017-07-06T13:00:00Z
Riverside,1/9/2018,34.009026,-117.239099,2018-01-09T12:19:00Z,33,,122,,,,2018-01-09T11:46:00Z,,2017-07-06T15:44:00Z
San Luis Obispo,1/9/2018,35.31886,-120.50886,2018-01-09T12:50:00Z,40,,120,,,,2018-01-09T11:46:00Z,,2017-07-07T09:18:00Z
Riverside,1/9/2018,33.88287,-116.99651,2018-01-09T10:16:00Z,33,,120,,,,2018-01-09T11:46:00Z,,2017-07-07T10:00:00Z
Calaveras,1/9/2018,38.29113,-120.62177,2018-01-09T11:58:00Z,5,,117,,,,2018-01-09T11:46:00Z,,2017-07-07T12:56:00Z
Alameda,1/9/2018,37.7393,-121.85663,2018-01-09T13:41:00Z,1,,116,,,,2018-01-09T11:47:00Z,,2017-07-07T14:52:00Z
Napa,1/9/2018,38.49336,-122.2483,2018-01-09T12:35:00Z,28,,114,,,,2018-01-09T11:47:00Z,,2017-07-07T15:45:00Z
Fresno,1/9/2018,36.93332,-119.43376,2018-01-09T12:45:00Z,10,,111,,,,2018-01-09T11:48:00Z,,2017-07-08T15:26:00Z
Butte,1/9/2018,39.38416,-121.5786,2018-01-09T11:01:00Z,4,,111,,,,2018-01-09T11:48:00Z,,2017-07-08T02:20:00Z
San Luis Obispo,1/9/2018,35.3024,-120.65279,2018-01-09T13:26:00Z,40,,105,,,,2018-01-09T11:48:00Z,,2017-07-08T11:00:00Z
Riverside,1/9/2018,33.950382,-116.884446,2018-01-09T10:33:00Z,33,,105,,,,2018-01-09T11:48:00Z,,2017-07-07T16:23:00Z
Fresno,1/9/2018,36.36113,-120.32685,2018-01-09T12:48:00Z,10,,102,,,,2018-01-09T11:48:00Z,,2017-07-07T15:50:00Z
Santa Clara,1/9/2018,37.39801,-121.8179,2018-01-09T11:53:00Z,43,,101,,,,2018-01-09T11:49:00Z,,2017-07-08T13:43:00Z
San Diego,1/9/2018,32.64962,-116.37345,2018-01-09T13:41:00Z,37,,100,,,,2018-01-09T11:50:00Z,,2017-07-08T18:30:00Z
Lake,1/9/2018,39.0199,-122.57487,2018-01-09T13:38:00Z,17,,100,,,,2018-01-09T11:50:00Z,,2017-07-08T18:30:00Z
Solano,1/9/2018,38.43658,-121.97233,2018-01-09T13:29:00Z,48,,100,,,,2018-01-09T11:50:00Z,,2017-07-08T16:38:00Z
Santa Clara,1/9/2018,36.99092,-121.59899,2018-01-09T12:50:00Z,43,,100,,,,2018-01-09T11:50:00Z,,2017-07-08T16:47:00Z
Fresno,1/9/2018,36.09486,-120.52189,2018-01-09T12:51:00Z,10,,100,,,,2018-01-09T11:51:00Z,,2017-07-09T15:10:00Z
Santa Clara,1/9/2018,37.14653,-121.68165,2018-01-09T12:39:00Z,43,,100,,,,2018-01-09T11:51:00Z,,2017-07-10T13:02:00Z
San Bernardino,1/9/2018,34.19076,-117.26969,2018-01-09T12:16:00Z,36,,100,,,,2018-01-09T11:51:00Z,,2017-07-09T13:49:00Z
San Bernardino,1/9/2018,34.035344,-116.940661,2018-01-09T13:46:00Z,36,,99,,,,2018-01-09T11:51:00Z,,2017-07-08T18:58:00Z
Riverside,1/9/2018,33.57139,-116.8247,2018-01-09T12:23:00Z,33,,92,,,,2018-01-09T11:52:00Z,,2017-07-11T14:15:00Z
Fresno,1/9/2018,36.95104,-119.65621,2018-01-09T11:45:00Z,10,,91,,,,2018-01-09T11:52:00Z,,2017-07-11T13:45:00Z
Butte,1/9/2018,39.52499,-121.64897,2018-01-09T10:27:00Z,4,,91,,,,2018-01-09T11:52:00Z,,2017-07-10T14:45:00Z
Madera,1/9/2018,37.09773,-120.02027,2018-01-09T11:46:00Z,20,,90,,,,2018-01-09T11:52:00Z,,2017-07-10T15:54:00Z
Lake,1/9/2018,39.15016,-122.576,2018-01-09T13:29:00Z,17,,87,,,,2018-01-09T11:53:00Z,,2017-07-11T16:51:00Z
Ventura,1/9/2018,34.34949,-119.30918,2018-01-09T13:45:00Z,56,,86,,,,2018-01-09T11:53:00Z,,2017-07-12T13:10:00Z
Riverside,1/9/2018,117.337331,34.015742,2018-01-09T12:49:00Z,33,,85,,,,2018-01-09T11:53:00Z,,2017-07-12T13:51:00Z
Humboldt,1/9/2018,40.11794,-123.76099,2018-01-09T12:17:00Z,12,,85,,,,2018-01-09T11:53:00Z,,2017-07-12T13:55:00Z
San Bernardino,1/9/2018,34.20152,-117.14466,2018-01-09T12:03:00Z,36,,85,,,,2018-01-09T11:54:00Z,,2017-07-13T15:23:00Z
Santa Clara,1/9/2018,37.3344,-121.71752,2018-01-09T11:11:00Z,43,,85,,,,2018-01-09T11:54:00Z,,2017-07-12T15:29:00Z
Monterey,1/9/2018,35.86596,-120.64584,2018-01-09T12:27:00Z,27,,82,,,,2018-01-09T11:54:00Z,,2017-07-12T16:15:00Z
San Diego,1/9/2018,33.38613,-117.46709,2018-01-09T13:38:00Z,37,,81,,,,2018-01-09T11:54:00Z,,2017-07-13T10:28:00Z
El Dorado,1/9/2018,38.869036,-119.61865,2018-01-09T13:49:00Z,9,,80,,,,2018-01-09T11:54:00Z,,2017-07-13T14:14:00Z
Plumas,1/9/2018,40.13278,-120.9204,2018-01-09T13:18:00Z,32,,79,,,,2018-01-09T11:56:00Z,,2017-07-16T14:51:00Z
Tulare,1/9/2018,35.89423,-119.00334,2018-01-09T10:23:00Z,54,,79,,,,2018-01-09T11:56:00Z,,2017-07-16T11:17:00Z
Santa Clara,1/9/2018,36.96607,-121.55552,2018-01-09T12:04:00Z,43,,78,,,,2018-01-09T11:56:00Z,,2017-07-15T18:10:00Z
Tehama,1/9/2018,40.38944,-122.13088,2018-01-09T10:25:00Z,52,,78,,,,2018-01-09T11:57:00Z,,2017-07-16T15:56:00Z
Fresno,1/9/2018,36.8005,-119.35901,2018-01-09T10:31:00Z,10,,76,,,,2018-01-09T11:58:00Z,,2017-07-17T13:15:00Z
San Luis Obispo,1/9/2018,35.5956,-120.56068,2018-01-09T13:26:00Z,40,,74,,,,2018-01-09T11:58:00Z,,2017-07-17T12:55:00Z
El Dorado,1/9/2018,38.7803,-120.97111,2018-01-09T11:50:00Z,9,,74,,,,2018-01-09T11:58:00Z,,2017-07-17T13:17:00Z
San Bernardino,1/9/2018,34.07612,-117.06765,2018-01-09T11:47:00Z,36,,74,,,,2018-01-09T11:58:00Z,,2017-07-17T12:37:00Z
San Luis Obispo,1/9/2018,35.78616,-120.96514,2018-01-09T13:37:00Z,40,,73,,,,2018-01-09T11:58:00Z,,2017-07-17T13:38:00Z
Riverside,1/9/2018,33.75526,-117.25075,2018-01-09T12:01:00Z,33,,72,,,,2018-01-09T11:59:00Z,,2017-07-18T11:45:00Z
San Luis Obispo,1/9/2018,35.4403,-120.2913,2018-01-09T12:17:00Z,40,,70,,,,2018-01-09T11:59:00Z,,2017-07-17T15:32:00Z
Colusa,1/9/2018,39.01224,-122.20127,2018-01-09T11:58:00Z,6,,70,,,,2018-01-09T11:59:00Z,,2017-07-17T14:55:00Z
Santa Clara,1/9/2018,37.25014,-121.68562,2018-01-09T11:52:00Z,43,,70,,,,2018-01-09T11:59:00Z,,2017-07-17T14:44:00Z
Fresno,1/9/2018,36.60736,-120.5828,2018-01-09T10:05:00Z,10,,70,,,,2018-01-09T12:01:00Z,,2017-07-19T14:00:00Z
Fresno,1/9/2018,36.7279,-119.28241,2018-01-09T12:46:00Z,10,,69,,,,2018-01-09T12:01:00Z,,2017-07-18T12:39:00Z
Sacramento,1/9/2018,38.33707,-121.11113,2018-01-09T10:22:00Z,34,,68,,,,2018-01-09T12:01:00Z,,2017-07-18T15:34:00Z
Lassen,1/9/2018,40.03392,-120.1064,2018-01-09T10:26:00Z,18,,67,,,,2018-01-09T12:01:00Z,,2017-07-18T15:50:00Z
Stanislaus,1/9/2018,37.82934,-120.68992,2018-01-09T10:59:00Z,50,,65,,,,2018-01-09T12:01:00Z,,2017-07-18T22:39:00Z
Riverside,1/9/2018,33.81976,-117.18552,2018-01-09T12:07:00Z,33,,63,,,,2018-01-09T12:02:00Z,,2017-07-20T19:16:00Z
Mariposa,1/9/2018,37.36914,-120.0088,2018-01-09T10:33:00Z,22,,63,,,,2018-01-09T12:02:00Z,,2017-07-19T17:30:00Z
San Diego,1/9/2018,33.20988,-116.46989,2018-01-09T12:44:00Z,37,,62,,,,2018-01-09T12:03:00Z,,2017-07-22T13:35:00Z
Lake,1/9/2018,38.94599,-122.81135,2018-01-09T12:28:00Z,17,,62,,,,2018-01-09T12:03:00Z,,2017-07-20T14:43:00Z
Stanislaus,1/9/2018,37.64898,-120.4925,2018-01-09T11:48:00Z,50,,62,,,,2018-01-09T12:03:00Z,,2017-07-22T15:49:00Z
Tehama,1/9/2018,40.32063,-122.83208,2018-01-09T10:35:00Z,52,,60,,,,2018-01-09T12:03:00Z,,2017-07-21T16:50:00Z
Tulare,1/9/2018,36.18815,-118.78928,2018-01-09T11:59:00Z,54,,59,,,,2018-01-09T12:04:00Z,,2017-07-23T15:53:00Z
Calaveras,1/9/2018,38.18303,-120.85322,2018-01-09T11:53:00Z,5,,59,,,,2018-01-09T12:04:00Z,,2017-07-23T16:07:00Z
Fresno,1/9/2018,36.7528,-119.2288,2018-01-09T13:36:00Z,10,,58,,,,2018-01-09T12:04:00Z,,2017-07-23T00:00:00Z
Lake,1/9/2018,39.42604,-123.03344,2018-01-09T13:20:00Z,17,,58,,,,2018-01-09T12:05:00Z,,2017-07-24T12:00:00Z
Tulare,1/9/2018,36.64404,-118.99944,2018-01-09T12:01:00Z,54,,58,,,,2018-01-09T12:05:00Z,,2017-07-24T14:43:00Z
San Luis Obispo,1/9/2018,35.346,-120.62825,2018-01-09T11:48:00Z,40,,58,,,,2018-01-09T12:05:00Z,,2017-07-24T14:56:00Z
Tehama,1/9/2018,40.1583,-122.3209,2018-01-09T12:07:00Z,52,,57,,,,2018-01-09T12:05:00Z,,2017-07-25T12:45:00Z
Fresno,1/9/2018,36.81476,-119.51592,2018-01-09T11:43:00Z,10,,57,,,,2018-01-09T12:06:00Z,,2017-07-26T14:45:00Z
Siskiyou,1/9/2018,41.93006,-122.36545,2018-01-09T10:59:00Z,47,,56,,,,2018-01-09T12:06:00Z,,2017-07-26T13:58:00Z
Solano,1/9/2018,38.4446,-122.0041,2018-01-09T13:23:00Z,48,,55,,,,2018-01-09T12:06:00Z,,2017-07-27T14:49:00Z
Siskiyou,1/9/2018,41.99483,-121.90077,2018-01-09T12:47:00Z,47,,55,,,,2018-01-09T12:06:00Z,,2017-07-25T14:13:00Z
Los Angeles,1/9/2018,34.03941,-118.58624,2018-01-09T11:11:00Z,19,,55,,,,2018-01-09T12:07:00Z,,2017-07-26T18:00:00Z
Siskiyou,1/9/2018,41.222,-122.292,2018-01-09T12:46:00Z,47,,54,,,,2018-01-09T12:07:00Z,,2017-07-28T15:25:00Z
Siskiyou,1/9/2018,41.222,-122.27499,2018-01-09T12:46:00Z,47,,54,,,,2018-01-09T12:07:00Z,,2017-07-28T18:11:00Z
Santa Clara,1/9/2018,37.33454,-121.76323,2018-01-09T11:00:00Z,43,,54,,,,2018-01-09T12:07:00Z,,2017-07-28T13:24:00Z
Santa Clara,1/9/2018,37.44485,-121.84108,2018-01-09T12:07:00Z,43,,51,,,,2018-01-09T12:07:00Z,,2017-07-26T23:19:00Z
Kern,1/9/2018,35.21556,-118.56578,2018-01-09T13:45:00Z,15,,50,,,,2018-01-09T12:08:00Z,,2017-07-29T18:55:00Z
Riverside,1/9/2018,33.8826,-117.00589,2018-01-09T13:42:00Z,33,,50,,,,2018-01-09T12:09:00Z,,2017-07-29T13:50:00Z
Los Angeles,1/9/2018,34.22551,-118.05545,2018-01-09T13:40:00Z,19,,50,,,,2018-01-09T12:12:00Z,,2017-07-29T16:33:00Z
San Mateo,1/9/2018,37.41591,-122.3001,2018-01-09T13:20:00Z,41,,50,,,,2018-01-09T12:12:00Z,,2017-07-29T17:29:00Z
Kern,1/9/2018,35.70639,-118.47307,2018-01-09T12:19:00Z,15,,50,,,,2018-01-09T12:14:00Z,,2017-07-30T16:17:00Z
Santa Barbara,1/9/2018,34.72379,-120.13249,2018-01-09T11:59:00Z,42,,50,,,,2018-01-09T12:14:00Z,,2017-07-30T01:45:00Z
Yuba,1/9/2018,39.06308,-121.303,2018-01-09T11:50:00Z,58,,50,,,,2018-01-09T12:14:00Z,,2017-07-30T16:28:00Z
Ventura,1/9/2018,34.20599,-118.98603,2018-01-09T11:43:00Z,56,,50,,,,2018-01-09T12:15:00Z,,2017-07-31T13:44:00Z
Riverside,1/9/2018,33.87739,-117.16215,2018-01-09T11:41:00Z,33,,50,,,,2018-01-09T12:15:00Z,,2017-07-30T17:43:00Z
San Diego,1/9/2018,33.23281,-117.29509,2018-01-09T10:32:00Z,37,,50,,,,2018-01-09T12:15:00Z,,2017-07-31T14:22:00Z
Madera,1/9/2018,36.94652,-120.90462,2018-01-09T13:23:00Z,20,,48,,,,2018-01-09T12:15:00Z,,2017-07-31T23:17:00Z
Riverside,1/9/2018,33.58577,-116.07429,2018-01-09T10:21:00Z,33,,48,,,,2018-01-09T12:16:00Z,,2017-08-01T08:45:00Z
San Benito,1/9/2018,36.38109,-121.00391,2018-01-09T13:46:00Z,35,,47,,,,2018-01-09T12:16:00Z,,2017-07-31T14:44:00Z
San Luis Obispo,1/9/2018,35.06472,-120.5634,2018-01-09T12:03:00Z,40,,47,,,,2018-01-09T12:16:00Z,,2017-08-02T11:13:00Z
Riverside,1/9/2018,33.6444,-117.3968,2018-01-09T12:45:00Z,33,,46,,,,2018-01-09T12:16:00Z,,2017-08-01T16:33:00Z
San Bernardino,1/9/2018,34.149,-117.189,2018-01-09T11:54:00Z,36,,46,,,,2018-01-09T12:16:00Z,,2017-08-01T10:23:00Z
Siskiyou,1/9/2018,41.8721,-122.4571,2018-01-09T10:27:00Z,47,,46,,,,2018-01-09T12:17:00Z,,2017-08-02T18:00:00Z
Riverside,1/9/2018,33.9885,-117.38417,2018-01-09T13:49:00Z,33,,45,,,,2018-01-09T12:17:00Z,,2017-08-02T10:15:00Z
San Luis Obispo,1/9/2018,35.28738,-120.44448,2018-01-09T13:34:00Z,40,,45,,,,2018-01-09T12:17:00Z,,2017-08-03T11:58:00Z
Shasta,1/9/2018,40.48712,-121.85645,2018-01-09T09:41:00Z,45,,45,,,,2018-01-09T12:17:00Z,,2017-08-02T10:33:00Z
Alameda,1/9/2018,37.56181,-121.56425,2018-01-09T12:45:00Z,1,,44,,,,2018-01-09T12:17:00Z,,2017-08-02T08:30:00Z
Tehama,1/9/2018,39.81517,-122.28165,2018-01-09T13:46:00Z,52,,43,,,,2018-01-09T12:18:00Z,,2017-08-03T14:00:00Z
Monterey,1/9/2018,36.17297,-120.87609,2018-01-09T13:19:00Z,27,,43,,,,2018-01-09T12:18:00Z,,2017-08-03T15:35:00Z
Monterey,1/9/2018,35.96275,-121.08753,2018-01-09T11:11:00Z,27,,42,,,,2018-01-09T12:18:00Z,,2017-08-03T16:41:00Z
Tehama,1/9/2018,40.10282,-122.27379,2018-01-09T11:07:00Z,52,,42,,,,2018-01-09T12:18:00Z,,2017-08-03T16:21:00Z
Modoc,1/9/2018,41.38247,-120.53443,2018-01-09T10:24:00Z,25,,42,,,,2018-01-09T12:19:00Z,,2017-08-04T14:25:00Z
Siskiyou,1/9/2018,41.99279,-122.9401,2018-01-09T12:38:00Z,47,,41,,,,2018-01-09T12:19:00Z,,2017-08-05T13:16:00Z
Los Angeles,1/9/2018,34.10446,-118.70294,2018-01-09T11:11:00Z,19,,41,,,,2018-01-09T12:20:00Z,,2017-08-06T15:32:00Z
Kern,1/9/2018,35.05076,-118.90004,2018-01-09T09:57:00Z,15,,41,,,,2018-01-09T12:20:00Z,,2017-08-06T15:29:00Z
Riverside,1/9/2018,33.96514,-117.4764,2018-01-09T13:47:00Z,33,,40,,,,2018-01-09T12:21:00Z,,2017-08-06T19:52:00Z
Riverside,1/9/2018,33.90327,-116.50151,2018-01-09T13:46:00Z,33,,40,,,,2018-01-09T12:23:00Z,,2017-08-07T14:14:00Z
San Bernardino,1/9/2018,34.13534,-117.4982,2018-01-09T13:45:00Z,36,,40,,,,2018-01-09T12:26:00Z,,2017-08-07T17:45:00Z
Shasta,1/9/2018,40.70627,-122.24199,2018-01-09T13:31:00Z,45,,40,,,,2018-01-09T12:27:00Z,,2017-08-07T22:30:00Z
Kern,1/9/2018,35.59302,-118.46734,2018-01-09T13:29:00Z,15,,40,,,,2018-01-09T12:27:00Z,,2017-08-07T18:08:00Z
Del Norte,1/9/2018,41.98128,-124.01168,2018-01-09T13:20:00Z,8,,40,,,,2018-01-09T12:28:00Z,,2017-08-08T16:40:00Z
Humboldt,1/9/2018,41.02705,-123.63721,2018-01-09T12:46:00Z,12,,40,,,,2018-01-09T12:31:00Z,,2017-08-10T14:32:00Z
Tehama,1/9/2018,40.29831,-122.70449,2018-01-09T12:45:00Z,52,,40,,,,2018-01-09T12:31:00Z,,2017-08-10T17:24:00Z
Lake,1/9/2018,38.86056,-122.62382,2018-01-09T11:59:00Z,17,,40,,,,2018-01-09T12:35:00Z,,2017-08-11T12:57:00Z
Monterey,1/9/2018,36.66684,-121.74826,2018-01-09T11:56:00Z,27,,40,,,,2018-01-09T12:36:00Z,,2017-08-11T16:06:00Z
Yuba,1/9/2018,39.06522,-121.3519,2018-01-09T12:05:00Z,58,,39,,,,2018-01-09T12:38:00Z,,2017-08-13T16:10:00Z
Solano,1/9/2018,38.07481,-122.23004,2018-01-09T11:01:00Z,48,,39,,,,2018-01-09T12:38:00Z,,2017-08-13T12:41:00Z
Marin,1/9/2018,37.9775,-122.65749,2018-01-09T11:09:00Z,21,,38,,,,2018-01-09T12:38:00Z,,2017-08-13T13:34:00Z
Tuolumne,1/9/2018,37.85137,-120.45268,2018-01-09T10:31:00Z,55,,38,,,,2018-01-09T12:39:00Z,,2017-08-14T14:28:00Z
Shasta,1/9/2018,40.774,-122.309,2018-01-09T13:46:00Z,45,,37,,,,2018-01-09T12:39:00Z,,2017-08-11T14:55:00Z
Mariposa,1/9/2018,37.65963,-120.34802,2018-01-09T11:48:00Z,22,,36,,,,2018-01-09T12:40:00Z,,2017-08-13T16:23:00Z
San Diego,1/9/2018,33.1683,-116.77342,2018-01-09T11:07:00Z,37,,36,,,,2018-01-09T12:42:00Z,,2017-08-14T14:00:00Z
Riverside,1/9/2018,33.74925,-117.10301,2018-01-09T13:28:00Z,33,,35,,,,2018-01-09T12:42:00Z,,2017-08-14T15:45:00Z
Marin,1/9/2018,38.08055,-122.77846,2018-01-09T11:54:00Z,21,,35,,,,2018-01-09T12:42:00Z,,2017-08-17T14:15:00Z
Riverside,1/9/2018,33.99316,-117.48405,2018-01-09T11:43:00Z,33,,35,,,,2018-01-09T12:43:00Z,,2017-08-15T07:55:00Z
Sacramento,1/9/2018,38.45822,-120.92162,2018-01-09T11:09:00Z,34,,35,,,,2018-01-09T12:43:00Z,,2017-08-20T14:44:00Z
Kern,1/9/2018,35.37351,-118.84134,2018-01-09T10:29:00Z,15,,35,,,,2018-01-09T12:43:00Z,,2017-08-21T14:00:00Z
Riverside,1/9/2018,33.96419,-117.20507,2018-01-09T10:07:00Z,33,,35,,,,2018-01-09T12:43:00Z,,2017-08-20T16:26:00Z
San Bernardino,1/9/2018,34.21829,-117.40625,2018-01-09T13:47:00Z,36,,34,,,,2018-01-09T12:43:00Z,,2017-08-19T16:31:00Z
Riverside,1/9/2018,33.73547,-117.33364,2018-01-09T13:19:00Z,33,,34,,,,2018-01-09T12:44:00Z,,2017-08-24T18:13:00Z
Humboldt,1/9/2018,40.03697,-123.64214,2018-01-09T12:49:00Z,12,,34,,,,2018-01-09T12:44:00Z,,2017-08-22T14:00:00Z
San Benito,1/9/2018,36.85596,-121.30983,2018-01-09T11:42:00Z,35,,34,,,,2018-01-09T12:44:00Z,,2017-08-26T12:35:00Z
Riverside,1/9/2018,33.763304,-117.314994,2018-01-09T11:46:00Z,33,,33,,,,2018-01-09T12:44:00Z,,2017-08-26T11:30:00Z
Riverside,1/9/2018,33.584036,-116.972036,2018-01-09T10:32:00Z,33,,33,,,,2018-01-09T12:44:00Z,,2017-08-23T13:28:00Z
Kern,1/9/2018,35.60633,-118.4642,2018-01-09T10:24:00Z,15,,33,,,,2018-01-09T12:45:00Z,,2017-08-26T14:31:00Z
Trinity,1/9/2018,40.804,-123.375,2018-01-09T12:16:00Z,53,,32,,,,2018-01-09T12:45:00Z,,2017-08-27T14:51:00Z
Trinity,1/9/2018,40.79902,-123.39253,2018-01-09T12:17:00Z,53,,32,,,,2018-01-09T12:45:00Z,,2017-08-27T17:45:00Z
Riverside,1/9/2018,33.62613,-117.07975,2018-01-09T11:54:00Z,33,,32,,,,2018-01-09T12:45:00Z,,2017-08-26T15:03:00Z
Monterey,1/9/2018,35.90092,-120.93371,2018-01-09T10:34:00Z,27,,32,,,,2018-01-09T12:45:00Z,,2017-08-27T13:30:00Z
Monterey,1/9/2018,35.902149,-120.983684,2018-01-09T10:30:00Z,27,,32,,,,2018-01-09T12:46:00Z,,2017-08-29T12:19:00Z
Monterey,1/9/2018,36.5858,-121.80377,2018-01-09T13:40:00Z,27,,31,,,,2018-01-09T12:46:00Z,,2017-08-27T18:47:00Z
