Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),Wildfire_Probability,AcresBurned,County,Latitude (WeatherStation),Longitude (WeatherStation),Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%)
Riverside,1/9/2018,33.763304,-117.314994,2018-01-09T11:46:00Z,,33,Riverside,33.76,-117.2,240,1.72,2.03,2.07,2.07,56.7,49.5,53.4,100,82,95
Riverside,1/9/2018,33.77896,-117.24091,2018-01-09T11:54:00Z,,10,Riverside,33.76,-117.2,240,1.72,2.03,2.07,2.07,56.7,49.5,53.4,100,82,95
Riverside,1/9/2018,33.7866,-117.5048,2018-01-09T09:54:00Z,,12,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.797216,-117.124538,2018-01-09T12:38:00Z,,19,Riverside,33.76,-117.2,240,1.72,2.03,2.07,2.07,56.7,49.5,53.4,100,82,95
Riverside,1/9/2018,33.79925,-117.11659,2018-01-09T10:33:00Z,,28,Riverside,33.76,-117.2,240,1.72,2.03,2.07,2.07,56.7,49.5,53.4,100,82,95
Riverside,1/9/2018,33.81976,-117.18552,2018-01-09T12:07:00Z,,63,Riverside,33.76,-117.2,240,1.72,2.03,2.07,2.07,56.7,49.5,53.4,100,82,95
Riverside,1/9/2018,33.82165,-116.96079,2018-01-09T10:24:00Z,,27,Riverside,33.664747,-116.955121,239,2.37,2.67,2.75,2.76,58.7,48.5,51.8,94,78,89
Riverside,1/9/2018,33.85323,-117.48195,2018-01-09T11:44:00Z,,205,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.87107,-116.88097,2018-01-09T10:26:00Z,,10,Riverside,33.664747,-116.955121,239,2.37,2.67,2.75,2.76,58.7,48.5,51.8,94,78,89
Riverside,1/9/2018,33.87679,-117.00258,2018-01-09T12:43:00Z,,168,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.87739,-117.16215,2018-01-09T11:41:00Z,,50,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.8826,-117.00589,2018-01-09T13:42:00Z,,50,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.88287,-116.99651,2018-01-09T10:16:00Z,,120,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.88466,-116.99229,2018-01-09T09:56:00Z,,17,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.88994,-116.91023,2018-01-09T13:49:00Z,,19,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.90327,-116.50151,2018-01-09T13:46:00Z,,40,Riverside,33.748586,-116.2529,200,0.5,0.52,0.53,0.53,67.9,52.6,58.8,100,43,78
Riverside,1/9/2018,33.90965,-116.9669,2018-01-09T10:35:00Z,,10,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.913089,-117.096233,2018-01-09T11:16:00Z,,11,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.91806,-116.99321,2018-01-09T11:41:00Z,,10,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.94673,-117.17773,2018-01-09T10:08:00Z,,10,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.94788,-116.59719,2018-01-09T10:23:00Z,,26,Riverside,33.748586,-116.2529,200,0.5,0.52,0.53,0.53,67.9,52.6,58.8,100,43,78
Riverside,1/9/2018,33.95036,-116.88066,2018-01-09T12:42:00Z,,545,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.950382,-116.884446,2018-01-09T10:33:00Z,,105,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.96419,-117.20507,2018-01-09T10:07:00Z,,35,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.96514,-117.4764,2018-01-09T13:47:00Z,,40,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.96896,-117.25411,2018-01-09T11:42:00Z,,30,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.97155,-117.44148,2018-01-09T10:05:00Z,,14,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.97471,-117.09984,2018-01-09T12:50:00Z,,3874,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.98212,-117.30819,2018-01-09T12:38:00Z,,1044,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.98639,-117.21314,2018-01-09T10:46:00Z,,153,Riverside,33.9,-117.17,238,1.39,1.68,1.75,1.75,74.9,50.3,56.3,98,83,94
Riverside,1/9/2018,33.9885,-117.38417,2018-01-09T13:49:00Z,,45,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,33.99316,-117.48405,2018-01-09T11:43:00Z,,35,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,34.00566,-117.30693,2018-01-09T09:53:00Z,,1350,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
Riverside,1/9/2018,34.009026,-117.239099,2018-01-09T12:19:00Z,,122,Riverside,33.964942,-117.33698,44,1.15,1.5,1.53,1.53,58.1,50.8,54.1,100,82,100
San Bernardino,1/9/2018,34.035344,-116.940661,2018-01-09T13:46:00Z,,99,San Bernardino,34.237419,-116.86571,199,0.88,1.16,1.28,1.33,42.9,25.1,34.5,52,47,50
Los Angeles,1/9/2018,34.03941,-118.58624,2018-01-09T11:11:00Z,,55,Los Angeles,34.044311,-118.47689,99,1.1,1.48,1.49,1.8,61.4,48.4,55,100,84,94
San Bernardino,1/9/2018,34.04412,-116.55326,2018-01-09T10:22:00Z,,16,San Bernardino,34.138147,-116.21319,233,0.85,0.87,0.87,0.87,60.3,44.7,50.4,98,55,79
San Bernardino,1/9/2018,34.07612,-117.06765,2018-01-09T11:47:00Z,,74,San Bernardino,34.112042,-117.1857,251,1.82,2.33,2.55,3.66,59.3,49.1,52.9,93,74,85
San Bernardino,1/9/2018,34.08492,-117.03826,2018-01-09T12:18:00Z,,325,San Bernardino,34.112042,-117.1857,251,1.82,2.33,2.55,3.66,59.3,49.1,52.9,93,74,85
Los Angeles,1/9/2018,34.10446,-118.70294,2018-01-09T11:11:00Z,,41,Los Angeles,34.214197,-118.64477,219,1.94,2.89,3.77,4.86,58,45.8,52.5,88,75,86
San Bernardino,1/9/2018,34.13534,-117.4982,2018-01-09T13:45:00Z,,40,San Bernardino,34.112042,-117.1857,251,1.82,2.33,2.55,3.66,59.3,49.1,52.9,93,74,85
San Bernardino,1/9/2018,34.139,-117.199,2018-01-09T12:03:00Z,,20,San Bernardino,34.112042,-117.1857,251,1.82,2.33,2.55,3.66,59.3,49.1,52.9,93,74,85
San Bernardino,1/9/2018,34.14575,-117.17813,2018-01-09T11:09:00Z,,670,San Bernardino,34.112042,-117.1857,251,1.82,2.33,2.55,3.66,59.3,49.1,52.9,93,74,85
San Bernardino,1/9/2018,34.149,-117.189,2018-01-09T11:54:00Z,,46,San Bernardino,34.112042,-117.1857,251,1.82,2.33,2.55,3.66,59.3,49.1,52.9,93,74,85
San Bernardino,1/9/2018,34.16564,-117.33334,2018-01-09T13:47:00Z,,260,San Bernardino,34.255942,-117.21814,192,2.76,3.82,3.82,4.89,46.7,31.4,39.3,80,76,81
San Bernardino,1/9/2018,34.19076,-117.26969,2018-01-09T12:16:00Z,,100,San Bernardino,34.255942,-117.21814,192,2.76,3.82,3.82,4.89,46.7,31.4,39.3,80,76,81
San Bernardino,1/9/2018,34.20152,-117.14466,2018-01-09T12:03:00Z,,85,San Bernardino,34.255942,-117.21814,192,2.76,3.82,3.82,4.89,46.7,31.4,39.3,80,76,81
Ventura,1/9/2018,34.20599,-118.98603,2018-01-09T11:43:00Z,,50,Ventura,34.219386,-118.99244,152,0,0,0,0,63.3,48.2,54.6,99,79,94
San Bernardino,1/9/2018,34.21829,-117.40625,2018-01-09T13:47:00Z,,34,San Bernardino,34.255942,-117.21814,192,2.76,3.82,3.82,4.89,46.7,31.4,39.3,80,76,81
Los Angeles,1/9/2018,34.22551,-118.05545,2018-01-09T13:40:00Z,,50,Los Angeles,34.146372,-117.9858,159,2.43,3.15,3.17,3.26,62.3,48.8,54.7,74,65,72
Los Angeles,1/9/2018,34.22957,-118.2674,2018-01-09T12:49:00Z,,7194,Los Angeles,34.256111,-118.38278,216,1.59,2.37,2.91,3.11,60.8,45,52.4,85,75,82
Los Angeles,1/9/2018,34.23925,-117.85182,2018-01-09T12:18:00Z,,10,Los Angeles,34.146372,-117.9858,159,2.43,3.15,3.17,3.26,62.3,48.8,54.7,74,65,72
San Bernardino,1/9/2018,34.2976,-116.826,2018-01-09T11:00:00Z,,1503,San Bernardino,34.237419,-116.86571,199,0.88,1.16,1.28,1.33,42.9,25.1,34.5,52,47,50
Los Angeles,1/9/2018,34.29931,-118.37539,2018-01-09T10:24:00Z,,25,Los Angeles,34.256111,-118.38278,216,1.59,2.37,2.91,3.11,60.8,45,52.4,85,75,82
San Bernardino,1/9/2018,34.30104,-117.45646,2018-01-09T09:53:00Z,,150,San Bernardino,34.255942,-117.21814,192,2.76,3.82,3.82,4.89,46.7,31.4,39.3,80,76,81
San Bernardino,1/9/2018,34.304722,-117.3125,2018-01-09T11:42:00Z,,13,San Bernardino,34.255942,-117.21814,192,2.76,3.82,3.82,4.89,46.7,31.4,39.3,80,76,81
Ventura,1/9/2018,34.34949,-119.30918,2018-01-09T13:45:00Z,,86,Ventura,34.324639,-119.10488,198,0.48,0.83,0.83,0.86,63.2,47.9,55.9,100,77,98
Los Angeles,1/9/2018,34.37443,-118.49343,2018-01-09T11:08:00Z,,760,Los Angeles,34.426361,-118.51758,204,1.36,1.91,1.92,1.93,59.2,44.2,51.4,93,81,89
San Bernardino,1/9/2018,34.41204,-117.03031,2018-01-09T12:04:00Z,,170,San Bernardino,34.475914,-117.26351,117,0.64,0.78,0.78,0.78,54.9,41.6,48.1,92,62,81
Santa Barbara,1/9/2018,34.55096,-119.9494,2018-01-09T11:49:00Z,,18430,Santa Barbara,34.583144,-120.07924,64,1.8,2.47,2.48,2.48,61.3,50.6,54.7,98,75,91
Los Angeles,1/9/2018,34.55607,-118.60703,2018-01-09T10:34:00Z,,800,Los Angeles,34.426361,-118.51758,204,1.36,1.91,1.92,1.93,59.2,44.2,51.4,93,81,89
Santa Barbara,1/9/2018,34.605358,-120.414875,2018-01-09T13:49:00Z,,14,Santa Barbara,34.672222,-120.51306,231,0,0,0,0,63.4,53,57.1,95,70,88
Santa Barbara,1/9/2018,34.67403,-120.4393,2018-01-09T13:28:00Z,,444,Santa Barbara,34.672222,-120.51306,231,0,0,0,0,63.4,53,57.1,95,70,88
Santa Barbara,1/9/2018,34.71796,-120.27077,2018-01-09T13:49:00Z,,14,Santa Barbara,34.841878,-120.21274,165,0,0.05,0.05,0.05,,,,,,
Santa Barbara,1/9/2018,34.72379,-120.13249,2018-01-09T11:59:00Z,,50,Santa Barbara,34.841878,-120.21274,165,0,0.05,0.05,0.05,,,,,,
Los Angeles,1/9/2018,34.792882,-118.851943,2018-01-09T12:07:00Z,,135,Los Angeles,34.426361,-118.51758,204,1.36,1.91,1.92,1.93,59.2,44.2,51.4,93,81,89
Kern,1/9/2018,34.87128,-118.35296,2018-01-09T10:17:00Z,,10,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,34.92907,-118.9267,2018-01-09T12:31:00Z,,338,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,34.94373,-119.44751,2018-01-09T11:59:00Z,,1083,Kern,35.505833,-119.69114,146,0.58,0.99,1.03,1.16,68.8,51.4,57.2,92,50,77
Santa Barbara,1/9/2018,34.9465,-119.8036,2018-01-09T10:07:00Z,,190,Santa Barbara,34.942525,-119.6738,88,,0.02,0.03,0.04,,,,,,
San Luis Obispo,1/9/2018,35.0179,-120.3223,2018-01-09T11:46:00Z,,28687,San Luis Obispo,35.028281,-120.56003,202,,0.16,0.31,0.66,,,,,,
Kern,1/9/2018,35.05076,-118.90004,2018-01-09T09:57:00Z,,41,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.06472,-120.5634,2018-01-09T12:03:00Z,,47,San Luis Obispo,35.028281,-120.56003,202,,0.16,0.31,0.66,,,,,,
San Luis Obispo,1/9/2018,35.12269,-120.39387,2018-01-09T13:23:00Z,,245,San Luis Obispo,35.028281,-120.56003,202,,0.16,0.31,0.66,,,,,,
Kern,1/9/2018,35.188,-119.2877,2018-01-09T10:23:00Z,,16,Kern,35.532556,-119.28179,5,0.62,0.81,0.87,0.88,66.7,51.5,58.5,96,55,74
Kern,1/9/2018,35.19008,-118.76152,2018-01-09T13:36:00Z,,183,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.21177,-119.87525,2018-01-09T09:57:00Z,,225,San Luis Obispo,35.028281,-120.56003,202,,0.16,0.31,0.66,,,,,,
Kern,1/9/2018,35.21556,-118.56578,2018-01-09T13:45:00Z,,50,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.28738,-120.44448,2018-01-09T13:34:00Z,,45,San Luis Obispo,35.305442,-120.66178,52,1.44,3.18,3.43,3.6,63.6,51.3,56.9,100,67,89
San Luis Obispo,1/9/2018,35.3024,-120.65279,2018-01-09T13:26:00Z,,105,San Luis Obispo,35.305442,-120.66178,52,1.44,3.18,3.43,3.6,63.6,51.3,56.9,100,67,89
San Luis Obispo,1/9/2018,35.31886,-120.50886,2018-01-09T12:50:00Z,,120,San Luis Obispo,35.305442,-120.66178,52,1.44,3.18,3.43,3.6,63.6,51.3,56.9,100,67,89
San Luis Obispo,1/9/2018,35.34541,-120.76464,2018-01-09T10:03:00Z,,225,San Luis Obispo,35.335261,-120.73588,160,1.65,3.12,3.35,3.71,62.9,51.2,55.5,94,72,86
San Luis Obispo,1/9/2018,35.346,-120.62825,2018-01-09T11:48:00Z,,58,San Luis Obispo,35.305442,-120.66178,52,1.44,3.18,3.43,3.6,63.6,51.3,56.9,100,67,89
Kern,1/9/2018,35.37351,-118.84134,2018-01-09T10:29:00Z,,35,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.38298,-118.80123,2018-01-09T11:16:00Z,,1200,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.4025,-120.4992,2018-01-09T11:08:00Z,,1598,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
San Luis Obispo,1/9/2018,35.40357,-120.28037,2018-01-09T12:17:00Z,,460,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
San Luis Obispo,1/9/2018,35.41112,-120.00353,2018-01-09T13:42:00Z,,21,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Kern,1/9/2018,35.41283,-118.84466,2018-01-09T09:58:00Z,,288,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.42433,-120.47322,2018-01-09T11:51:00Z,,340,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
San Luis Obispo,1/9/2018,35.4403,-120.2913,2018-01-09T12:17:00Z,,70,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Kern,1/9/2018,35.4605,-118.85896,2018-01-09T10:07:00Z,,506,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.53456,-118.66733,2018-01-09T10:41:00Z,,1522,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.543,-118.654,2018-01-09T12:14:00Z,,1350,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.556667,-120.474,2018-01-09T10:06:00Z,,17,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Kern,1/9/2018,35.564124,-118.796513,2018-01-09T10:27:00Z,,10,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.59302,-118.46734,2018-01-09T13:29:00Z,,40,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.5956,-120.56068,2018-01-09T13:26:00Z,,74,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Kern,1/9/2018,35.59804,-118.47939,2018-01-09T10:29:00Z,,206,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.59904,-119.08312,2018-01-09T11:45:00Z,,1626,Kern,35.532556,-119.28179,5,0.62,0.81,0.87,0.88,66.7,51.5,58.5,96,55,74
Kern,1/9/2018,35.60001,-118.4683,2018-01-09T09:55:00Z,,31,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.60633,-118.4642,2018-01-09T10:24:00Z,,33,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.6871,-120.3187,2018-01-09T10:33:00Z,,150,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
San Luis Obispo,1/9/2018,35.6879,-120.3317,2018-01-09T09:55:00Z,,12,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Kern,1/9/2018,35.70639,-118.47307,2018-01-09T12:19:00Z,,50,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.71704,-118.30601,2018-01-09T09:54:00Z,,19,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
Kern,1/9/2018,35.76,-118.406,2018-01-09T12:50:00Z,,1319,Kern,35.205583,-118.77841,125,0.39,0.53,0.62,0.62,72.1,50.8,59.4,97,47,72
San Luis Obispo,1/9/2018,35.76343,-121.04445,2018-01-09T13:23:00Z,,25,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Monterey,1/9/2018,35.77082,-120.92482,2018-01-09T09:56:00Z,,20,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
San Luis Obispo,1/9/2018,35.7751,-120.23656,2018-01-09T12:05:00Z,,150,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Kern,1/9/2018,35.77896,-118.89627,2018-01-09T11:46:00Z,,2940,Kern,35.532556,-119.28179,5,0.62,0.81,0.87,0.88,66.7,51.5,58.5,96,55,74
San Luis Obispo,1/9/2018,35.78286,-120.22647,2018-01-09T09:54:00Z,,130,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
San Luis Obispo,1/9/2018,35.78616,-120.96514,2018-01-09T13:37:00Z,,73,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
San Luis Obispo,1/9/2018,35.7908,-120.77485,2018-01-09T12:36:00Z,,775,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Monterey,1/9/2018,35.80375,-120.52508,2018-01-09T10:29:00Z,,14,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
San Luis Obispo,1/9/2018,35.85253,-120.80411,2018-01-09T10:05:00Z,,0,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Tulare,1/9/2018,35.8556,-118.74542,2018-01-09T10:32:00Z,,135,Tulare,36.082056,-119.09342,169,0.45,0.69,0.8,0.85,58.2,43.6,48.7,95,53,81
Monterey,1/9/2018,35.86596,-120.64584,2018-01-09T12:27:00Z,,82,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
San Luis Obispo,1/9/2018,35.86949,-120.57894,2018-01-09T11:50:00Z,,1816,San Luis Obispo,35.472556,-120.64814,163,0.36,1.2,1.25,1.34,61,46.9,51.3,94,74,89
Monterey,1/9/2018,35.86949,-120.57894,2018-01-09T11:50:00Z,,1816,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Tulare,1/9/2018,35.89423,-119.00334,2018-01-09T10:23:00Z,,79,Tulare,36.082056,-119.09342,169,0.45,0.69,0.8,0.85,58.2,43.6,48.7,95,53,81
Monterey,1/9/2018,35.90092,-120.93371,2018-01-09T10:34:00Z,,32,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Monterey,1/9/2018,35.902149,-120.983684,2018-01-09T10:30:00Z,,32,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Kings,1/9/2018,35.93273,-120.20014,2018-01-09T11:51:00Z,,48889,Kings,36.157972,-119.85143,15,0.01,0.04,0.12,0.12,63,52.3,56.1,100,70,94
Monterey,1/9/2018,35.947,-120.87492,2018-01-09T11:10:00Z,,15,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Fresno,1/9/2018,35.95911,-120.55579,2018-01-09T11:58:00Z,,1649,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Monterey,1/9/2018,35.96275,-121.08753,2018-01-09T11:11:00Z,,42,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Kings,1/9/2018,35.983,-119.91508,2018-01-09T10:04:00Z,,20,Kings,36.157972,-119.85143,15,0.01,0.04,0.12,0.12,63,52.3,56.1,100,70,94
Tulare,1/9/2018,36.0226,-118.94252,2018-01-09T12:15:00Z,,2289,Tulare,36.082056,-119.09342,169,0.45,0.69,0.8,0.85,58.2,43.6,48.7,95,53,81
Kings,1/9/2018,36.05187,-120.05404,2018-01-09T12:44:00Z,,2312,Kings,36.157972,-119.85143,15,0.01,0.04,0.12,0.12,63,52.3,56.1,100,70,94
Fresno,1/9/2018,36.07228,-120.26561,2018-01-09T09:51:00Z,,5738,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Fresno,1/9/2018,36.09486,-120.52189,2018-01-09T12:51:00Z,,100,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Fresno,1/9/2018,36.099681,-120.443545,2018-01-09T12:44:00Z,,31,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Tulare,1/9/2018,36.10858,-118.81979,2018-01-09T11:44:00Z,,21,Tulare,36.082056,-119.09342,169,0.45,0.69,0.8,0.85,58.2,43.6,48.7,95,53,81
Fresno,1/9/2018,36.12089,-120.37116,2018-01-09T10:04:00Z,,10343,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Tulare,1/9/2018,36.15356,-118.74103,2018-01-09T12:47:00Z,,36556,Tulare,36.082056,-119.09342,169,0.45,0.69,0.8,0.85,58.2,43.6,48.7,95,53,81
Monterey,1/9/2018,36.1727,-120.86682,2018-01-09T09:58:00Z,,18,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Monterey,1/9/2018,36.17297,-120.87609,2018-01-09T13:19:00Z,,43,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
Tulare,1/9/2018,36.18815,-118.78928,2018-01-09T11:59:00Z,,59,Tulare,36.082056,-119.09342,169,0.45,0.69,0.8,0.85,58.2,43.6,48.7,95,53,81
Tulare,1/9/2018,36.22265,-119.06598,2018-01-09T12:02:00Z,,416,Tulare,36.3605,-119.05935,86,0.51,0.83,1.38,1.41,60.3,45.6,52.5,94,53,81
Fresno,1/9/2018,36.24653,-120.31598,2018-01-09T13:23:00Z,,237,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Tulare,1/9/2018,36.257,-118.296,2018-01-09T12:17:00Z,,2295,Tulare,36.3605,-119.05935,86,0.51,0.83,1.38,1.41,60.3,45.6,52.5,94,53,81
Fresno,1/9/2018,36.269125,-120.620791,2018-01-09T11:41:00Z,,1538,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Tulare,1/9/2018,36.27138,-118.48555,2018-01-09T13:27:00Z,,18900,Tulare,36.3605,-119.05935,86,0.51,0.83,1.38,1.41,60.3,45.6,52.5,94,53,81
Fresno,1/9/2018,36.27306,-120.65185,2018-01-09T11:01:00Z,,357,Fresno,36.175833,-120.36027,205,0.89,1.32,1.34,1.4,56.6,49.4,53.5,93,73,86
Monterey,1/9/2018,36.2771,-120.94328,2018-01-09T09:59:00Z,,17,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91
San Benito,1/9/2018,36.35578,-120.99552,2018-01-09T10:07:00Z,,21,San Benito,36.854833,-121.36275,126,0.94,2.11,2.94,3.43,62.2,50.8,55.9,96,82,92
