Counties (Location),FormattedDate,Wildfire_Probability,County (Actual Location),Stn Id,Norm Precip (in),Norm precip30 (in),Norm precip60 (in),Norm precip90 (in),Norm Avg Air Temp (F),Norm Avg Rel Hum (%),,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/1/2017,1,Riverside,240,0.072916667,0.006404392,0.002437326,0.002827255,0.797278912,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Riverside,8/1/2017,1,Riverside,218,0,0,0,0,0.953741497,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Bernardino,8/1/2017,1,San Bernardino,251,0.65625,0.276303751,0.133704735,0.132880973,0.783673469,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Alameda,8/2/2017,1,Alameda,191,0.020833333,0.040256176,0.028551532,0.027424371,0.768707483,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Riverside,8/2/2017,1,Riverside,44,0,0.027447392,0.010445682,0.010178117,0.779591837,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Luis Obispo,8/2/2017,1,San Luis Obispo,202,0.020833333,0.060384263,0.044220056,0.073225898,0.578231293,0.765957447,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Shasta,8/2/2017,1,Shasta,224,0,0,0.017409471,0.044387899,0.926530612,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,8/2/2017,1,Siskiyou,236,0.239583333,0.02378774,0.086002786,0.081142211,0.685714286,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/3/2017,1,Monterey,113,0,0,0.000696379,0.003392706,0.676190476,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/3/2017,1,Monterey,113,0,0,0.000696379,0.003392706,0.676190476,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,8/3/2017,1,San Luis Obispo,52,0,0.003659652,0.001392758,0.011026293,0.67755102,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/3/2017,1,Tehama,222,0,0,0.009052925,0.015549901,0.821768707,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/3/2017,1,Tehama,222,0,0,0.009052925,0.015549901,0.821768707,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,8/4/2017,1,Modoc,90,0,0.057639524,0.052228412,0.048346056,0.663945578,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,8/5/2017,1,Siskiyou,225,0,0.004574565,0.018454039,0.016398077,0.623129252,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/6/2017,1,Kern,125,0,0,0,0,0.853061224,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,8/6/2017,1,Los Angeles,219,0,0.083257091,0.05362117,0.046084252,0.691156463,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/6/2017,1,Riverside,44,0,0.027447392,0.010445682,0.008481764,0.688435374,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/7/2017,1,Kern,125,0,0,0,0,0.823129252,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/7/2017,1,Riverside,200,0,0,0,0,0.963265306,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,8/7/2017,1,San Bernardino,251,0,0.271729186,0.142061281,0.139383658,0.74829932,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/7/2017,1,Shasta,224,0,0,0.017409471,0.044387899,0.768707483,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,8/8/2017,1,Siskiyou,225,0,0.01189387,0.005222841,0.018659881,0.614965986,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,8/10/2017,1,Siskiyou,225,0.041666667,0.015553522,0.00591922,0.019790783,0.610884354,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/10/2017,1,Tehama,222,0,0,0.000348189,0.015549901,0.697959184,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,8/11/2017,1,Sonoma,103,0,0.052150046,0.04178273,0.051738762,0.567346939,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/11/2017,1,Monterey,116,0,0.000914913,0.000696379,0.00310998,0.47755102,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/11/2017,1,Shasta,224,0,0,0,0.021769861,0.760544218,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,8/13/2017,1,Marin,157,0,0.000914913,0.001044568,0.003392706,0.51292517,0.776595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,8/13/2017,1,Stanislaus,206,0,0,0,0.006785411,0.676190476,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,8/13/2017,1,Solano,212,0,0,0,0.007350862,0.604081633,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,8/13/2017,1,Yuba,84,0,0,0,0.027989822,0.793197279,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/14/2017,1,Riverside,240,0,0.006404392,0.002437326,0.001979078,0.669387755,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/14/2017,1,San Diego,153,0,0.018298262,0.006963788,0.005937235,0.608163265,0.723404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,8/14/2017,1,Stanislaus,194,0,0,0,0.005089059,0.63537415,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/15/2017,1,Riverside,44,0,0.027447392,0.010445682,0.008481764,0.593197279,0.734042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,8/17/2017,1,Marin,187,0,0,0,0.348600509,0.565986395,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,8/19/2017,1,San Bernardino,192,0,0,0,0,0.537414966,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/20/2017,1,Riverside,238,0,0.000914913,0.000348189,0.000282725,0.699319728,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,8/20/2017,1,Sacramento,131,0,0,0,0.013288097,0.65170068,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/21/2017,1,Kern,125,0,0,0,0,0.765986395,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,8/22/2017,1,Mendocino,106,0,0.064043916,0.049442897,0.067571388,0.502040816,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/23/2017,1,Riverside,237,0,0.028362306,0.013579387,0.011309019,0.593197279,0.776595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/24/2017,1,Riverside,240,0,0.006404392,0.002437326,0.001979078,0.676190476,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/26/2017,1,Kern,125,0,0,0,0,0.86122449,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/26/2017,1,Riverside,240,0,0.006404392,0.002437326,0.001979078,0.787755102,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/26/2017,1,Riverside,179,0,0.005489478,0.00591922,0.004806333,0.767346939,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,8/26/2017,1,San Benito,126,0,0,0,0.013288097,0.620408163,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/27/2017,1,Monterey,229,0.020833333,0.054894785,0.044568245,0.0599378,0.497959184,0.840425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/27/2017,1,Monterey,113,0,0,0,0.001413627,0.639455782,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,8/27/2017,1,Shasta,224,0,0,0,0.018942607,0.765986395,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,8/27/2017,1,Shasta,224,0,0,0,0.018942607,0.765986395,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,8/28/2017,1,Fresno,205,0,0,0,0,0.915646259,0.117021277,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,8/28/2017,1,Shasta,224,0,0,0,0.018942607,0.776870748,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/28/2017,1,Kern,125,0,0,0,0,0.903401361,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/28/2017,1,Riverside,44,0,0.024702653,0.010445682,0.008481764,0.83537415,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,8/29/2017,1,Butte,12,0,0,0,0.021487136,0.752380952,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,8/29/2017,1,Butte,12,0,0,0,0.021487136,0.752380952,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,8/29/2017,1,El Dorado,13,0,0,0,0.013288097,0.831292517,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,8/29/2017,1,Modoc,90,0.0625,0.016468435,0.028203343,0.04749788,0.591836735,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/29/2017,1,Monterey,113,0,0,0,0.001413627,0.570068027,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/29/2017,1,Tehama,222,0,0,0,0.01498445,0.783673469,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,8/30/2017,1,Siskiyou,225,0,0.017383349,0.006615599,0.018942607,0.518367347,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,8/30/2017,1,Modoc,90,0,0.016468435,0.028203343,0.04749788,0.579591837,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/30/2017,1,Riverside,239,0,0.001829826,0.000696379,0.000565451,0.885714286,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/30/2017,1,Riverside,240,0,0.006404392,0.002437326,0.001979078,0.838095238,0.223404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/30/2017,1,Riverside,240,0,0.006404392,0.002437326,0.001979078,0.838095238,0.223404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,8/30/2017,1,Yuba,84,0,0,0,0.020921685,0.763265306,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,8/31/2017,1,Los Angeles,204,0.135416667,0.012808783,0.005571031,0.004523608,0.891156463,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/31/2017,1,San Diego,207,0,0,0,0,1,0.159574468,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,8/31/2017,1,San Luis Obispo,163,0,0.006404392,0.003830084,0.005089059,0.727891156,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,9/1/2017,1,Los Angeles,216,0,0.005489478,0.004526462,0.003675431,0.870748299,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,9/1/2017,1,Madera,188,0,0,0,0,0.778231293,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/1/2017,1,Riverside,200,0,0,0,0,0.956462585,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,9/1/2017,1,San Diego,147,0,0.003659652,0.002089136,0.004806333,0.76462585,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,9/2/2017,1,Shasta,224,0,0,0,0.014136274,0.804081633,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,9/3/2017,1,Alameda,171,0,0,0,0,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,9/3/2017,1,Amador,227,0,0.04757548,0.023328691,0.022335312,0.819047619,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,9/3/2017,1,Colusa,250,0,0.001829826,0.000696379,0.007633588,0.771428571,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/3/2017,1,Riverside,237,0,0.008234218,0.016016713,0.013570823,0.76462585,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,9/3/2017,1,San Diego,147,0.010416667,0.004574565,0.002437326,0.005089059,0.746938776,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,9/3/2017,1,San Diego,147,0.010416667,0.004574565,0.002437326,0.005089059,0.746938776,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,9/3/2017,1,San Luis Obispo,163,0,0.007319305,0.004178273,0.004806333,0.798639456,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,9/5/2017,1,Napa,77,0,0,0,0,0.68707483,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,9/5/2017,1,San Benito,126,0,0,0,0.005089059,0.682993197,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,9/7/2017,1,Sonoma,103,0.020833333,0.001829826,0.022632312,0.034492508,0.552380952,0.861702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,9/10/2017,1,Butte,244,0,0.000914913,0.000348189,0.000282725,0.840816327,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,9/11/2017,1,Siskiyou,225,0,0.020128088,0.013579387,0.011026293,0.583673469,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,9/11/2017,1,San Bernardino,251,0,0.196706313,0.176183844,0.178965225,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,9/11/2017,1,Tulare,169,0,0,0,0,0.785034014,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,9/12/2017,1,Contra Costa,178,0.052083333,0.213174748,0.225278552,0.346338705,0.595918367,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,9/12/2017,1,Mendocino,106,0,0.002744739,0.027158774,0.05371784,0.536054422,0.861702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/12/2017,1,Riverside,238,0,0,0.000348189,0.000282725,0.808163265,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/12/2017,1,Riverside,237,0,0.008234218,0.014275766,0.013570823,0.643537415,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,9/12/2017,1,Tehama,222,0,0.021957914,0.008356546,0.006785411,0.760544218,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,9/12/2017,1,Merced,148,0,0.010978957,0.004178273,0.003392706,0.723809524,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,9/17/2017,1,Monterey,113,0,0,0,0,0.503401361,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,9/18/2017,1,Kings,15,0,0,0,0,0.646258503,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,9/19/2017,1,Alameda,191,0.010416667,0.039341263,0.030988858,0.033927057,0.523809524,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,9/19/2017,1,Shasta,224,0,0.04757548,0.01810585,0.014701725,0.497959184,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,9/19/2017,1,Placer,195,0,0,0,0,0.518367347,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,9/19/2017,1,Stanislaus,194,0,0,0,0,0.529251701,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/20/2017,1,Riverside,240,0,0.017383349,0.009052925,0.007350862,0.565986395,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,9/20/2017,1,Siskiyou,225,0,0.022872827,0.015320334,0.012439921,0.368707483,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,9/20/2017,1,Sonoma,144,0.020833333,0.087831656,0.068593315,0.092733955,0.439455782,0.776595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,9/23/2017,1,Kern,125,0,0.027447392,0.010445682,0.008481764,0.531972789,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,9/23/2017,1,Stanislaus,194,0,0,0,0,0.493877551,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,9/25/2017,1,Butte,12,0,0.005489478,0.002089136,0.001696353,0.552380952,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,9/25/2017,1,Orange,75,0,0,0,0,0.604081633,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,9/26/2017,1,Fresno,7,0.03125,0.049405306,0.026810585,0.029120724,0.6,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,9/26/2017,1,Merced,148,0,0.016468435,0.006267409,0.005089059,0.545578231,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,9/26/2017,1,Monterey,113,0,0,0,0,0.571428571,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,9/26/2017,1,Shasta,43,0,0.001829826,0.019846797,0.016115352,0.432653061,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,9/27/2017,1,Shasta,224,0,0.04757548,0.01810585,0.014701725,0.620408163,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,9/28/2017,1,San Luis Obispo,163,0,0.007319305,0.005222841,0.005371784,0.557823129,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,9/29/2017,1,Fresno,80,0,0.021043001,0.008008357,0.006502686,0.65170068,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,9/29/2017,1,Monterey,113,0,0,0,0,0.531972789,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/29/2017,1,Riverside,238,0,0,0.000348189,0.000282725,0.785034014,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,10/2/2017,1,Kern,5,0,0.021957914,0.008356546,0.006785411,0.469387755,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,10/3/2017,1,Yuba,84,0,0.013723696,0.005222841,0.004240882,0.563265306,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,10/3/2017,1,Tehama,222,0,0.021957914,0.008356546,0.006785411,0.568707483,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,10/6/2017,1,San Bernardino,233,0,0.084172004,0.042479109,0.054000565,0.568707483,0.095744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,10/7/2017,1,Monterey,113,0,0,0,0,0.530612245,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,10/8/2017,1,Butte,12,0,0,0.002089136,0.001696353,0.565986395,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,10/8/2017,1,Butte,244,0,0,0.000348189,0.000282725,0.606802721,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,10/8/2017,1,Amador,227,0,0.000914913,0.01810585,0.019225332,0.504761905,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,10/8/2017,1,Modoc,90,0,0.014638609,0.009749304,0.028555273,0.194557823,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,10/8/2017,1,Napa,77,0,0.000914913,0.000348189,0.000282725,0.56462585,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,10/8/2017,1,Napa,77,0,0.000914913,0.000348189,0.000282725,0.56462585,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,10/8/2017,1,Napa,77,0,0.000914913,0.000348189,0.000282725,0.56462585,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/8/2017,1,Riverside,44,0,0.005489478,0.006267409,0.013570823,0.589115646,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/8/2017,1,Riverside,218,0,0,0,0,0.676190476,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,10/8/2017,1,Solano,139,0,0,0,0,0.589115646,0.138297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,10/8/2017,1,Sonoma,103,0,0.005489478,0.002785515,0.019508058,0.60952381,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,10/8/2017,1,Sonoma,103,0,0.005489478,0.002785515,0.019508058,0.60952381,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,10/8/2017,1,Sonoma,158,0,0.054894785,0.044568245,0.057393271,0.568707483,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,10/8/2017,1,Yuba,84,0,0,0.005222841,0.004240882,0.6,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,10/9/2017,1,Butte,12,0,0,0.002089136,0.001696353,0.527891156,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,10/9/2017,1,El Dorado,13,0,0.006404392,0.002437326,0.001979078,0.545578231,0.127659574,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,10/9/2017,1,El Dorado,228,0,0.001829826,0.000696379,0.000565451,0.546938776,0.127659574,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,10/9/2017,1,Mendocino,106,0,0.010978957,0.005222841,0.029686175,0.263945578,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,10/9/2017,1,Mendocino,106,0,0.010978957,0.005222841,0.029686175,0.263945578,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,10/9/2017,1,Yuba,84,0,0,0.005222841,0.004240882,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,10/9/2017,1,Yuba,84,0,0,0.005222841,0.004240882,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,10/9/2017,1,Orange,75,0,0,0,0,0.608163265,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,10/9/2017,1,San Bernardino,192,0,0,0,0,0.311564626,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,10/9/2017,1,Santa Barbara,231,0,0,0,0,0.442176871,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,10/9/2017,1,Stanislaus,194,0,0,0,0,0.495238095,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,10/10/2017,1,Butte,244,0,0,0.000348189,0.000282725,0.546938776,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,10/10/2017,1,Monterey,113,0,0,0,0,0.488435374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,10/10/2017,1,Santa Barbara,165,0,0,0,0,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,10/11/2017,1,Merced,92,0,0.000914913,0.000348189,0.000282725,0.448979592,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,10/12/2017,1,San Luis Obispo,163,0,0.002744739,0.005222841,0.004240882,0.46122449,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,10/13/2017,1,Sonoma,103,0,0.005489478,0.002785515,0.016680803,0.434013605,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,10/13/2017,1,Tehama,222,0,0,0.008356546,0.006785411,0.502040816,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/14/2017,1,Riverside,238,0,0.000914913,0.000348189,0.000565451,0.703401361,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/14/2017,1,Riverside,44,0,0,0.006267409,0.013570823,0.650340136,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,10/14/2017,1,Sonoma,158,0,0.043000915,0.041086351,0.055414193,0.453061224,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,10/15/2017,1,Amador,227,0,0.000914913,0.015668524,0.019225332,0.491156463,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,10/15/2017,1,Fresno,142,0,0.019213175,0.009052925,0.008481764,0.515646259,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,10/15/2017,1,Kern,125,0,0.006404392,0.010445682,0.008481764,0.529251701,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,10/16/2017,1,Yuba,84,0,0,0.005222841,0.004240882,0.583673469,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,10/17/2017,1,Los Angeles,159,0,0.013723696,0.005222841,0.004240882,0.717006803,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,10/17/2017,1,Merced,148,0,0.005489478,0.006267409,0.005089059,0.465306122,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,10/17/2017,1,Shasta,224,0,0,0.01810585,0.014701725,0.45170068,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,10/18/2017,1,Butte,12,0,0,0.002089136,0.001696353,0.447619048,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,10/20/2017,1,Placer,195,0.354166667,0.046660567,0.01775766,0.014418999,0.379591837,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/21/2017,1,Riverside,240,0,0,0.006615599,0.007350862,0.541496599,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/23/2017,1,Riverside,238,0,0.000914913,0.000348189,0.000565451,0.844897959,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/24/2017,1,Riverside,44,0,0,0.006267409,0.012722646,0.8,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/24/2017,1,Riverside,239,0,0.000914913,0.002089136,0.001696353,0.734693878,0.106382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,10/26/2017,1,Kern,125,0,0,0.010445682,0.008481764,0.62585034,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,10/26/2017,1,Kern,125,0,0,0.010445682,0.008481764,0.62585034,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,10/26/2017,1,Riverside,238,0,0.000914913,0.000348189,0.000565451,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,10/31/2017,1,Merced,148,0,0.017383349,0.01218663,0.010460843,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,11/2/2017,1,Sonoma,158,0,0.057639524,0.043871866,0.055414193,0.386394558,0.765957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,11/13/2017,1,Yuba,84,0.09375,0.285452882,0.108635097,0.09245123,0.444897959,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,11/14/2017,1,Napa,109,0,0.091491308,0.034818942,0.029403449,0.363265306,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,11/25/2017,1,Monterey,252,0,0.004574565,0.004526462,0.004240882,0.510204082,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,11/29/2017,1,Riverside,238,0,0.006404392,0.002785515,0.002261804,0.605442177,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,12/4/2017,1,Lassen,57,0,0.286367795,0.127089136,0.109414758,0,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
